competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,competênciaexc,indicadordeexclusão,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo,,
202307,5,52,520870,N,8211300,-1,251110,101,9,33,44,3,1,0,1,31,0,0,0,5000,6,0,1,202307,NA,NA,0,5,5000,,
202307,4,42,421870,M,7220700,1,251110,101,9,43,44,1,1,0,1,97,0,0,0,3519,5,5,0,1,202307,NA,NA,0,5,3519,5
202307,2,26,261160,M,7490199,-1,251110,101,7,35,44,1,1,0,1,40,0,0,0,4311,6,0,1,202307,NA,NA,0,5,4311,,
202307,4,42,421950,M,7112000,1,251110,101,9,29,44,1,1,0,1,97,0,0,0,3000,5,0,1,202307,NA,NA,0,5,3000,,
202307,5,52,520870,M,7220700,1,251110,101,9,26,44,6,1,0,1,97,0,0,0,3000,4,0,1,202307,NA,NA,0,5,3000,,
202307,2,22,221100,F,4120400,-1,251110,101,9,27,44,3,1,0,1,31,0,0,0,6000,4,0,1,202307,NA,NA,0,5,6000,,
202307,5,52,520870,M,7220700,-1,251110,101,9,32,44,6,1,0,1,90,0,0,0,4000,4,0,1,202307,NA,NA,0,5,4000,,
202307,2,26,261160,M,7112000,1,251110,101,9,27,44,6,3,0,1,97,0,0,0,2888,89,4,0,1,202307,NA,NA,0,5,2888,89
202307,5,52,520870,M,7220700,1,251110,101,9,31,44,6,3,0,1,97,0,0,0,4000,4,0,1,202307,NA,NA,0,5,4000,,
202307,5,53,530010,N,8211300,1,251110,101,7,26,44,6,1,0,1,97,0,0,0,1800,4,0,1,202307,NA,NA,0,5,1800,,
202307,3,31,310620,P,8599699,-1,251110,101,9,37,44,3,1,0,1,31,0,0,0,5462,38,2,0,1,202307,NA,NA,0,5,5462,38
202307,4,42,421870,M,7220700,-1,251110,101,10,30,44,1,1,0,1,40,0,0,0,3519,5,5,0,1,202307,NA,NA,0,5,3519,5
202307,5,53,530010,N,8211300,1,251110,101,7,50,44,6,1,0,1,97,0,0,0,1800,4,0,1,202307,NA,NA,0,5,1800,,
202308,4,42,421870,M,7220700,-1,251110,101,9,35,44,6,1,0,1,31,0,0,0,4410,29,5,0,1,202308,NA,NA,0,5,4410,29
202308,3,35,355030,P,8513900,-1,251110,101,9,30,22,1,3,0,1,40,0,0,0,2114,5,0,1,202308,NA,NA,0,5,2114,,
202308,3,35,355030,M,7220700,1,251110,111,9,47,44,1,1,0,1,97,0,1,0,6672,6001,5,0,1,202308,NA,NA,0,1,30,33
202308,5,52,520890,M,7220700,1,251110,101,9,36,44,6,3,0,1,97,0,0,0,3000,2,0,1,202308,NA,NA,0,5,3000,,
202308,5,52,520870,M,7220700,-1,251110,101,9,30,44,6,1,0,1,43,0,0,0,4180,4,0,1,202308,NA,NA,0,5,4180,,
202308,3,35,355030,M,7112000,1,251110,101,9,33,44,1,3,0,1,97,0,0,0,3221,6899,10,0,1,202308,NA,NA,0,5,3221,6899
202308,3,35,355030,N,8211300,1,251110,101,7,34,44,6,1,0,1,97,0,0,0,1700,1,0,1,202308,NA,NA,0,5,1700,,
202308,4,42,421870,M,7220700,-1,251110,101,9,43,34,6,1,0,1,31,0,0,0,3575,5,5,0,1,202308,NA,NA,0,5,3575,5
202308,5,52,520870,M,7220700,1,251110,101,7,23,44,3,1,0,1,97,0,0,0,3135,4,0,1,202308,NA,NA,0,5,3135,,
202308,3,35,355030,M,7112000,-1,251110,101,9,33,44,3,1,0,1,31,0,0,0,4020,10,0,1,202308,NA,NA,0,5,4020,,
202308,3,35,355030,N,8211300,1,251110,101,7,40,44,6,1,0,1,97,0,0,0,1700,1,0,1,202308,NA,NA,0,5,1700,,
202308,5,52,520870,M,7220700,1,251110,101,9,27,44,6,1,0,1,97,0,0,0,4180,4,0,1,202308,NA,NA,0,5,4180,,
202308,5,52,520870,M,7220700,1,251110,101,9,28,44,6,1,0,1,97,0,0,0,4180,4,0,1,202308,NA,NA,0,5,4180,,
202308,3,31,310620,N,8211300,1,251110,101,9,27,44,3,3,0,1,97,0,0,0,4000,2,0,1,202308,NA,NA,0,5,4000,,
202308,5,52,520870,M,7220700,-1,251110,101,9,30,44,3,1,0,1,90,0,0,0,4180,4,0,1,202308,NA,NA,0,5,4180,,
202308,3,35,355030,N,8211300,-1,251110,101,9,29,44,6,1,0,1,40,0,0,0,2700,1,0,1,202308,NA,NA,0,5,2700,,
202308,5,52,520870,M,7220700,1,251110,101,9,30,44,3,1,0,1,97,0,0,0,4180,4,0,1,202308,NA,NA,0,5,4180,,
202308,3,35,355030,M,7220700,1,251110,111,9,55,44,1,1,0,1,97,0,1,0,6672,6001,5,0,1,202308,NA,NA,0,1,30,33
202308,3,35,355030,M,7220700,1,251110,111,9,51,44,6,3,0,1,97,0,1,0,6672,6001,5,0,1,202308,NA,NA,0,1,30,33
202308,2,26,261160,M,7490199,1,251110,101,7,34,44,3,3,0,1,97,0,0,0,7000,6,0,1,202308,NA,NA,0,5,7000,,
202308,4,43,431560,M,7220700,1,251110,101,7,29,40,6,1,0,1,97,0,0,0,2500,2,0,1,202308,NA,NA,0,5,2500,,
202308,2,29,293010,F,4120400,1,251110,101,10,38,20,3,3,0,1,97,0,0,0,3500,2,0,1,202308,NA,NA,0,1,35,,
202308,5,52,520870,M,7220700,-1,251110,101,9,27,44,6,1,0,1,90,0,0,0,4180,4,0,1,202308,NA,NA,0,5,4180,,
202308,3,35,355030,M,7112000,1,251110,101,9,29,44,2,1,0,1,97,0,0,0,3221,6899,10,0,1,202308,NA,NA,0,5,3221,6899
202308,3,35,355030,N,8211300,-1,251110,101,9,30,44,6,1,0,1,40,0,0,0,2700,1,0,1,202309,NA,NA,1,5,2700,,
202308,5,53,530010,N,8211300,-1,251110,101,7,26,44,3,1,0,1,40,0,0,0,1800,4,0,1,202309,NA,NA,1,5,1800,,
202308,5,53,530010,N,8211300,-1,251110,101,7,22,44,3,1,0,1,40,0,0,0,1800,4,0,1,202309,NA,NA,1,5,1800,,
202309,5,53,530010,N,8211300,-1,251110,101,7,50,44,3,1,0,1,31,0,0,0,1800,4,0,1,202309,NA,NA,0,5,1800,,
202309,5,53,530010,N,8211300,-1,251110,101,7,23,44,3,1,0,1,31,0,0,0,1800,4,0,1,202309,NA,NA,0,5,1800,,
202309,5,52,520870,M,7220700,-1,251110,101,9,25,44,6,3,0,1,43,0,0,0,3135,4,0,1,202309,NA,NA,0,5,3135,,
202309,3,35,355070,F,4399103,1,251110,101,6,47,44,6,1,0,1,97,0,0,0,2715,51,3,0,1,202309,NA,NA,0,5,2715,51
202309,4,42,420420,N,8211300,1,251110,101,9,22,44,1,3,0,1,97,0,0,0,1800,2,0,1,202309,NA,NA,0,5,1800,,
202309,3,35,355030,G,4751201,-1,251110,101,7,40,44,1,3,0,1,31,0,0,0,3100,4,0,1,202309,NA,NA,0,5,3100,,
202309,2,24,240810,M,7490199,-1,251110,101,9,30,44,1,1,0,1,31,0,0,0,3278,75,6,0,1,202309,NA,NA,0,5,3278,75
202309,3,35,355070,F,4399103,1,251110,101,7,51,44,6,1,0,1,97,0,0,0,2715,51,3,0,1,202309,NA,NA,0,5,2715,51
202309,5,53,530010,M,7112000,-1,251110,101,7,45,40,6,1,0,1,31,0,0,0,3155,49,5,0,1,202309,NA,NA,0,5,3155,49
202309,3,35,355070,F,4399103,1,251110,101,7,51,44,6,1,0,1,97,0,0,0,2715,51,3,0,1,202309,NA,NA,0,5,2715,51
202309,3,35,355070,F,4399103,1,251110,101,7,49,44,6,1,0,1,97,0,0,0,2715,51,3,0,1,202309,NA,NA,0,5,2715,51
202309,3,35,355070,F,4399103,1,251110,101,7,52,44,6,1,0,1,97,0,0,0,2715,51,3,0,1,202309,NA,NA,0,5,2715,51
202309,5,52,520870,M,7220700,1,251110,101,9,24,44,1,1,0,1,97,0,0,0,3135,4,0,1,202309,NA,NA,0,5,3135,,
202309,3,35,355030,M,7112000,-1,251110,101,10,31,40,1,3,0,1,31,0,0,0,4704,1201,10,0,1,202309,NA,NA,0,5,4704,1201
202309,5,52,520870,M,7220700,1,251110,101,9,32,44,1,1,0,1,97,0,0,0,4180,4,0,1,202309,NA,NA,0,5,4180,,
202309,5,52,520890,M,7220700,-1,251110,101,9,36,44,6,3,0,1,43,0,0,0,3000,2,0,1,202309,NA,NA,0,5,3000,,
202309,3,35,355030,N,8211300,-1,251110,101,9,45,44,6,1,0,1,40,0,0,0,2700,1,0,1,202309,NA,NA,0,5,2700,,
202309,1,11,110020,M,7490199,1,251110,101,9,38,44,3,3,0,1,97,0,0,0,4000,3,0,1,202309,NA,NA,0,5,4000,,
202309,5,52,520870,M,7220700,-1,251110,101,9,35,44,6,1,0,1,43,0,0,0,4180,4,0,1,202309,NA,NA,0,5,4180,,
202309,3,35,350570,M,7112000,-1,251110,101,9,33,44,6,1,0,1,40,0,0,0,3000,4,0,1,202309,NA,NA,0,5,3000,,
202309,5,52,520870,M,7220700,-1,251110,101,9,27,44,6,1,0,1,43,0,0,0,3135,4,0,1,202309,NA,NA,0,5,3135,,
202309,3,35,355030,M,7112000,-1,251110,101,9,42,44,1,1,0,1,31,0,0,0,4528,3799,10,0,1,202309,NA,NA,0,5,4528,3799
202309,3,35,355070,F,4399103,1,251110,101,7,42,44,6,1,0,1,97,0,0,0,2715,51,3,0,1,202309,NA,NA,0,5,2715,51
202309,2,26,261160,M,7490199,1,251110,101,7,23,44,3,3,0,1,97,0,0,0,3000,6,0,1,202309,NA,NA,0,5,3000,,
202309,5,52,520870,M,7220700,1,251110,111,9,29,44,3,1,0,1,97,0,1,0,5225,4,0,1,202309,NA,NA,0,1,23,75,
202309,5,52,520870,M,7220700,-1,251110,101,9,27,44,3,1,0,1,31,0,0,0,4180,4,0,1,202309,NA,NA,0,5,4180,,
202309,3,35,355030,M,7112000,-1,251110,101,9,38,40,1,1,0,1,31,0,0,0,7638,6899,10,0,1,202309,NA,NA,0,5,7638,6899
202310,5,52,520870,M,7220700,-1,251110,101,9,31,44,6,3,0,1,43,0,0,0,4180,4,0,1,202310,NA,NA,0,5,4180,,
202310,3,35,355030,M,7112000,1,251110,101,9,30,44,3,3,0,1,97,0,0,0,3221,69,10,0,1,202310,NA,NA,0,5,3221,69
202310,3,35,355030,M,7112000,-1,251110,101,1,32,44,2,3,0,1,31,0,0,0,4210,28,10,0,1,202310,NA,NA,0,5,4210,28
202310,5,51,510340,M,7112000,-1,251110,101,10,29,44,1,1,0,1,40,0,0,0,4240,4,0,1,202310,NA,NA,0,5,4240,,
202310,5,52,520870,M,7220700,-1,251110,101,9,24,44,6,3,0,1,43,0,0,0,4180,4,0,1,202310,NA,NA,0,5,4180,,
202310,2,26,261160,M,7112000,-1,251110,101,9,27,44,6,3,0,1,40,0,0,0,2888,89,4,0,1,202310,NA,NA,0,5,2888,89
202310,3,35,350590,R,9102301,1,251110,101,7,32,44,1,1,0,1,97,0,0,0,5500,2,0,1,202310,NA,NA,0,5,5500,,
202310,5,52,520870,M,7220700,-1,251110,101,9,44,44,6,1,0,1,31,0,0,0,5225,4,0,1,202310,NA,NA,0,5,5225,,
202310,3,35,350610,G,4781400,-1,251110,101,7,40,44,1,3,0,1,31,0,0,0,1976,2,0,1,202310,NA,NA,0,5,1976,,
202310,3,33,330045,M,7220700,-1,251110,101,5,44,45,1,1,0,1,31,0,0,0,2000,1,0,1,202310,NA,NA,0,5,2000,,
202310,5,52,520870,M,7220700,-1,251110,101,9,23,44,6,3,0,1,31,0,0,0,3135,4,0,1,202310,NA,NA,0,5,3135,,
202310,2,26,261160,M,7490199,-1,251110,101,7,24,44,6,1,0,1,31,0,0,0,1589,6,0,1,202310,NA,NA,0,5,1589,,
202310,5,52,520870,M,7220700,-1,251110,101,9,25,44,6,3,0,1,43,0,0,0,3135,4,0,1,202310,NA,NA,0,5,3135,,
202310,3,35,355030,M,7112000,1,251110,101,9,25,44,3,3,0,1,97,0,0,0,3221,69,10,0,1,202310,NA,NA,0,5,3221,69
202310,3,31,313510,P,8599604,-1,251110,101,9,51,44,3,1,0,1,31,0,0,0,5371,3,4,0,1,202310,NA,NA,0,5,5371,3
202310,4,41,410420,M,7220700,1,251110,101,7,34,44,3,3,0,1,97,0,0,0,3626,1,1,0,1,202310,NA,NA,0,5,3626,1
202310,3,32,320520,G,4781400,1,251110,101,7,29,44,6,3,0,1,97,0,0,0,1370,5,2,0,1,202310,NA,NA,0,5,1370,5
202310,3,35,355030,M,7112000,1,251110,101,10,35,44,1,3,0,1,97,0,0,0,3221,69,10,0,1,202310,NA,NA,0,5,3221,69
202310,3,35,355030,M,7112000,1,251110,101,9,38,44,5,1,0,1,97,0,0,0,3221,69,10,0,1,202310,NA,NA,0,5,3221,69
202310,2,26,261160,M,7112000,1,251110,101,9,34,42,6,1,0,1,97,0,0,0,4000,1,0,1,202310,NA,NA,0,5,4000,,
202310,1,11,110020,M,7490199,1,251110,101,9,42,44,3,3,0,1,97,0,0,0,4000,3,0,1,202310,NA,NA,0,5,4000,,
202310,2,26,261160,M,7490199,1,251110,101,9,27,44,6,3,0,1,97,0,0,0,5000,6,0,1,202310,NA,NA,0,5,5000,,
202310,3,33,330455,M,7220700,-1,251110,111,10,25,44,1,3,0,1,40,0,1,0,3359,4,4,0,1,202310,NA,NA,0,1,15,27
202310,5,52,520870,M,7220700,1,251110,101,9,32,44,3,1,0,1,97,0,0,0,4180,4,0,1,202310,NA,NA,0,5,4180,,
202311,3,35,355030,M,7112000,-1,251110,101,9,33,44,1,1,0,1,31,0,0,0,3628,77,10,0,1,202311,NA,NA,0,5,3628,77
202311,2,26,261160,M,7020400,-1,251110,101,9,28,44,1,3,0,1,31,0,0,0,2888,31,4,0,1,202311,NA,NA,0,5,2888,31
202311,3,35,350570,M,7220700,-1,251110,101,9,48,44,1,1,0,1,31,0,0,0,9767,42,1,0,1,202311,NA,NA,0,5,9767,42
202311,5,52,520870,M,7220700,-1,251110,101,9,25,44,1,1,0,1,40,0,0,0,3135,4,0,1,202311,NA,NA,0,5,3135,,
202311,5,52,520870,M,7220700,1,251110,101,9,38,44,3,3,0,1,97,0,0,0,4180,4,0,1,202311,NA,NA,0,5,4180,,
202311,5,52,520870,M,7220700,1,251110,101,9,34,44,1,1,0,1,97,0,0,0,3135,4,0,1,202311,NA,NA,0,5,3135,,
202311,3,33,330455,M,7220700,-1,251110,111,9,33,44,6,3,0,1,40,0,1,9,3359,4,4,0,1,202311,NA,NA,0,1,15,27
202311,3,35,350610,G,4781400,1,251110,101,7,24,44,6,3,0,1,97,0,0,0,1814,39,2,0,1,202311,NA,NA,0,5,1814,39
202311,5,52,520870,M,7220700,-1,251110,101,9,27,44,6,1,0,1,43,0,0,0,4180,4,0,1,202311,NA,NA,0,5,4180,,
202311,2,26,261160,M,7020400,-1,251110,101,9,34,44,6,1,0,1,31,0,0,0,2888,31,4,0,1,202311,NA,NA,0,5,2888,31
202312,5,52,520870,M,7220700,1,251110,101,9,29,44,3,1,0,1,97,0,0,0,4180,4,0,1,202312,NA,NA,0,5,4180,,
202312,5,52,520870,M,7220700,1,251110,101,9,24,44,3,3,0,1,97,0,0,0,3135,4,0,1,202312,NA,NA,0,5,3135,,
202312,2,26,261160,M,7020400,-1,251110,101,9,25,44,2,3,0,1,31,0,0,0,2888,31,4,0,1,202312,NA,NA,0,5,2888,31
202312,5,52,520870,M,7220700,1,251110,101,9,23,44,2,3,0,1,97,0,0,0,3135,4,0,1,202312,NA,NA,0,5,3135,,
202312,2,26,261160,M,7020400,-1,251110,101,9,26,44,3,3,0,1,31,0,0,0,2888,31,4,0,1,202312,NA,NA,0,5,2888,31
202312,5,52,520870,M,7220700,-1,251110,101,9,38,44,3,3,0,1,43,0,0,0,4180,4,0,1,202312,NA,NA,0,5,4180,,
202312,2,26,261160,M,7020400,-1,251110,101,9,27,44,3,3,0,1,31,0,0,0,2888,31,4,0,1,202312,NA,NA,0,5,2888,31
202312,5,52,520870,M,7220700,1,251110,101,9,33,44,3,3,0,1,97,0,0,0,4180,4,0,1,202312,NA,NA,0,5,4180,,
202312,5,52,520870,M,7220700,1,251110,101,9,29,44,1,3,0,1,97,0,0,0,4180,4,0,1,202312,NA,NA,0,5,4180,,
202312,3,35,355030,M,7112000,1,251110,101,9,30,44,2,1,0,1,97,0,0,0,4200,10,0,1,202312,NA,NA,0,5,4200,,
202312,3,35,354990,M,7220700,-1,251110,101,1,32,40,6,1,0,1,31,0,0,0,3076,85,3,0,1,202312,NA,NA,0,5,3076,85
202312,2,26,261160,M,7490199,-1,251110,101,7,26,44,6,1,0,1,31,0,0,0,2622,6,0,1,202312,NA,NA,0,5,2622,,
202312,5,52,520870,M,7220700,1,251110,101,9,27,44,3,3,0,1,97,0,0,0,4180,4,0,1,202312,NA,NA,0,5,4180,,
202312,5,52,520870,M,7220700,1,251110,101,9,41,44,3,3,0,1,97,0,0,0,4180,4,0,1,202312,NA,NA,0,5,4180,,
202312,5,52,520870,M,7220700,1,251110,101,9,23,44,2,3,0,1,97,0,0,0,3135,4,0,1,202312,NA,NA,0,5,3135,,
202312,5,52,520870,M,7220700,1,251110,101,9,24,44,1,3,0,1,97,0,0,0,3135,4,0,1,202312,NA,NA,0,5,3135,,
202312,4,42,420420,N,8211300,-1,251110,101,9,22,44,1,3,0,1,43,0,0,0,1800,2,0,1,202312,NA,NA,0,5,1800,,
202312,5,52,520870,M,7220700,1,251110,101,9,26,44,1,1,0,1,97,0,0,0,4180,4,0,1,202312,NA,NA,0,5,4180,,
202312,2,26,261160,M,7490199,-1,251110,101,9,35,44,6,3,0,1,31,0,0,0,6884,6,0,1,202312,NA,NA,0,5,6884,,
202312,5,52,520870,M,7220700,1,251110,101,9,22,44,3,3,0,1,97,0,0,0,3135,4,0,1,202312,NA,NA,0,5,3135,,
202312,2,26,261160,M,7020400,-1,251110,101,9,25,44,3,1,0,1,31,0,0,0,2888,31,4,0,1,202312,NA,NA,0,5,2888,31
202312,2,28,280030,M,7490199,1,251110,101,9,29,40,3,1,0,1,97,0,0,0,1770,4,0,1,202312,NA,NA,0,5,1770,,
202312,5,52,520870,M,7220700,-1,251110,101,9,35,44,1,1,0,1,43,0,0,0,3135,4,0,1,202312,NA,NA,0,5,3135,,
202312,3,35,350610,G,4781400,-1,251110,101,7,24,44,6,3,0,1,43,0,0,0,1888,5,2,0,1,202312,NA,NA,0,5,1888,5
202312,4,42,421870,M,7220700,-1,251110,101,9,37,44,3,3,0,1,31,0,0,0,4627,13,5,0,1,202312,NA,NA,0,5,4627,13
202312,5,52,520870,M,7220700,1,251110,101,9,36,44,1,3,0,1,97,0,0,0,3135,4,0,1,202312,NA,NA,0,5,3135,,
202312,5,52,520870,M,7220700,1,251110,101,9,32,44,3,3,0,1,97,0,0,0,3135,4,0,1,202312,NA,NA,0,5,3135,,
