"Bairros.SP";"Bairros.Fortaleza";"Bairros.RJ";"Causa.Afastamento.1";"Causa.Afastamento.2";"Causa.Afastamento.3";"Motivo.Desligamento";"CBO.Ocupação.2002";"CNAE.2.0.Classe";"CNAE.95.Classe";"Distritos.SP";"Vínculo.Ativo.31.12";"Faixa.Etária";"Faixa.Hora.Contrat";"Faixa.Remun.Dezem..SM.";"Faixa.Remun.Média..SM.";"Faixa.Tempo.Emprego";"Escolaridade.após.2005";"Qtd.Hora.Contr";"Idade";"Ind.CEI.Vinculado";"Ind.Simples";"Mês.Admissão";"Mês.Desligamento";"Mun.Trab";"Município";"Nacionalidade";"Natureza.Jurídica";"Ind.Portador.Defic";"Qtd.Dias.Afastamento";"Raça.Cor";"Regiões.Adm.DF";"Vl.Remun.Dezembro.Nom";"Vl.Remun.Dezembro..SM.";"Vl.Remun.Média.Nom";"Vl.Remun.Média..SM.";"CNAE.2.0.Subclasse";"Sexo.Trabalhador";"Tamanho.Estabelecimento";"Tempo.Emprego";"Tipo.Admissão";"Tipo.Estab";"Tipo.Estab.1";"Tipo.Defic";"Tipo.Vínculo";"IBGE.Subsetor";"Vl.Rem.Janeiro.SC";"Vl.Rem.Fevereiro.SC";"Vl.Rem.Março.SC";"Vl.Rem.Abril.SC";"Vl.Rem.Maio.SC";"Vl.Rem.Junho.SC";"Vl.Rem.Julho.SC";"Vl.Rem.Agosto.SC";"Vl.Rem.Setembro.SC";"Vl.Rem.Outubro.SC";"Vl.Rem.Novembro.SC";"Ano.Chegada.Brasil";"Ind.Trab.Intermitente";"Ind.Trab.Parcial"
9997;9997;9997;99;99;99;12;251110;72207;73202;9997;0;4;6;0;2;2;7;44;27;0;0;1;"04";230640;230440;"10";3999;0;0;9;9997;0;0;1290,67;1,06;7220700;1;5;3;2;1;"CNPJ";0;10;19;1232;1320;1320;88;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;12;251110;72207;73202;9997;0;3;6;0;2;2;7;44;21;0;0;1;"04";230640;230440;"10";3999;0;0;9;9997;0;0;1290,67;1,06;7220700;1;5;3;2;1;"CNPJ";0;10;19;1232;1320;1320;88;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;5;6;0;1;2;7;44;31;0;0;8;"02";240670;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;5;6;0;2;3;7;44;37;0;0;8;"05";240670;230440;"10";3999;0;0;9;9997;0;0;1320;1,08;7220700;1;5;8,5;0;1;"CNPJ";0;10;19;1320;1320;1320;1320;88;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;7;6;0;1;2;7;44;54;0;0;8;"02";240670;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;3;6;0;1;2;7;44;23;0;0;8;"02";240670;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;12;251110;72207;73202;9997;0;5;6;0;2;2;7;44;30;0;0;1;"04";230640;230440;"10";3999;0;0;9;9997;0;0;1290,67;1,06;7220700;1;5;3;2;1;"CNPJ";0;60;19;1232;1320;1320;88;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;5;6;0;1;2;7;44;36;0;0;8;"02";240670;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;4;6;0;1;2;7;44;25;0;0;8;"02";240670;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;5;6;0;1;2;7;44;34;0;0;8;"02";240970;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;5;6;0;1;2;7;44;31;0;0;8;"02";240800;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;4;6;0;1;2;7;44;27;0;0;8;"02";240670;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;4;6;0;1;2;7;44;25;0;0;8;"02";240670;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;5;6;0;1;2;7;44;35;0;0;8;"02";240670;230440;"10";3999;0;0;9;9997;0;0;924;0,76;7220700;1;5;5,9;0;1;"CNPJ";0;10;19;1320;528;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;12;251110;72207;73202;9997;0;4;6;0;2;2;7;44;25;0;0;1;"04";230765;230440;"10";3999;0;0;9;9997;0;0;1290,67;1,06;7220700;1;5;3;2;1;"CNPJ";0;10;19;1232;1320;1320;88;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;21;251110;71120;74209;9997;0;5;6;0;6;4;9;44;39;0;0;9;"04";230440;230440;"10";2054;0;0;8;9997;0;0;4931,26;4,06;7112000;1;7;19,3;0;1;"CNPJ";0;10;19;5379,56;5379,56;5379,56;3586,37;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;5;6;0;98;2;9;44;34;0;0;9;"01";221060;230440;"10";2062;0;0;2;9997;0;0;0;0;7119702;1;4;3,8;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;4;6;0;6;4;9;44;27;0;0;1;"06";221060;230440;"10";2062;0;0;8;9997;0;0;5747,66;4,74;7119702;1;4;17,6;0;1;"CNPJ";0;10;19;5500;5500;5500;5500;5500;6985,96;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;6;6;0;98;3;9;44;41;0;0;1;"01";240800;230440;"10";2062;0;0;8;9997;0;0;0;0;7119702;1;4;11,9;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;4;6;0;5;3;9;44;27;0;0;10;"05";280030;230440;"10";2062;0;0;8;9997;0;0;4803,33;3,96;7119702;1;4;7,2;0;1;"CNPJ";0;10;19;5500;5500;5500;5500;2016,67;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;4;6;0;7;3;9;44;26;0;0;9;"06";221060;230440;"10";2062;0;0;8;9997;0;0;6124,59;5,05;7119702;1;4;9,4;0;1;"CNPJ";0;10;19;5500;5500;5500;5500;5500;9247,55;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;5;6;0;98;3;9;44;38;0;0;1;"01";261160;230440;"10";2062;0;0;8;9997;0;0;0;0;7119702;1;4;11,9;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;4;6;0;7;4;9;44;25;0;0;1;"12";220380;230440;"10";2062;0;0;8;9997;7006,23;5,78;6071,14;5;7119702;1;4;23,7;0;1;"CNPJ";0;10;19;8104;5500;5500;5500;5500;5500;5500;5500;5500;5500;8243,4;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;5;6;0;7;4;9;44;32;0;0;1;"12";260600;230440;"10";2062;0;0;8;9997;5562,86;4,58;6516,61;5,37;7119702;1;4;23,4;0;1;"CNPJ";0;10;19;14893;5500;5500;5500;5500;5500;5500;5500;5500;5500;8243,4;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;4;6;0;7;4;9;44;28;0;0;1;"08";221100;230440;"10";2062;0;0;8;9997;0;0;6128,94;5,05;7119702;1;4;19,1;0;1;"CNPJ";0;10;19;14381,5;5500;5500;5500;5500;5500;5500;1650;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;4;6;0;98;2;9;44;26;0;0;9;"01";330070;230440;"10";2062;0;0;8;9997;0;0;0;0;7119702;2;4;3,8;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;5;6;0;98;2;9;44;35;0;0;9;"01";230320;230440;"10";2062;0;0;8;9997;0;0;0;0;7119702;2;4;3,8;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;5;6;0;98;1;9;44;34;0;0;10;"01";221100;230440;"10";2062;0;0;8;9997;0;0;0;0;7119702;2;4;2,7;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;5;6;0;6;4;9;44;31;0;0;1;"05";221100;230440;"10";2062;0;0;2;9997;0;0;4944,44;4,07;7119702;2;4;15,9;0;1;"CNPJ";0;10;19;5000;5000;4833,33;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;5;6;0;98;2;9;44;33;0;0;9;"01";221100;230440;"10";2062;0;0;8;9997;0;0;0;0;7119702;2;4;4,1;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;4;6;0;98;2;9;44;25;0;0;9;"01";221035;230440;"10";2062;0;0;2;9997;0;0;0;0;7119702;2;4;3,8;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;71197;74209;9997;0;5;6;0;98;1;9;44;30;0;0;10;"01";221100;230440;"10";2062;0;0;8;9997;0;0;0;0;7119702;2;4;2,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;40;99;99;0;251110;72207;73202;9997;1;7;6;99;98;4;7;44;52;0;0;8;"{ñ";240670;230440;"10";3999;0;365;9;9997;0;0;0;0;7220700;1;5;16,5;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;6;6;99;98;6;7;44;47;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;99;98;6;7;44;31;0;0;10;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;38,8;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;99;98;6;7;44;31;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;4;6;99;98;6;7;44;27;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;99;98;6;7;44;36;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;3;6;99;98;6;7;44;24;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;99;98;6;7;44;36;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;6;6;99;98;6;7;44;46;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;6;6;99;98;6;7;44;47;0;0;10;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;38,8;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;3;6;99;98;6;7;44;24;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;3;6;99;98;6;7;44;22;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;4;6;4;3;1;8;44;26;0;0;12;"{ñ";230440;230440;"10";2062;0;0;8;9997;1983,33;1,63;1983,33;1,63;7220700;1;2;0,5;2;1;"CNPJ";0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;3;6;99;98;6;9;44;24;0;0;4;"{ñ";230370;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;44,6;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;3;6;99;98;6;9;44;24;0;0;6;"{ñ";293245;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;42,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;99;98;6;9;44;35;0;0;4;"{ñ";231340;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;44,6;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;99;98;6;9;44;35;0;0;4;"{ñ";230370;230440;"10";3999;0;0;8;9997;0;0;0;0;7220700;1;5;44,6;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;47814;52329;9997;1;4;6;2;1;3;7;44;26;0;1;5;"{ñ";230840;230840;"10";2135;0;0;8;9997;1212;1;1128,92;0,93;4781400;2;2;7,4;2;1;"CNPJ";0;10;16;0;0;0;0;547,35;1212;1212;1212;1212;1212;1212;1198;0;0
9997;9997;9997;99;99;99;0;251110;17311;21318;9997;1;5;6;6;5;7;9;44;34;0;0;1;"{ñ";230440;230440;"10";2054;0;0;8;9997;3979,61;3,28;3709,85;3,06;1731100;2;7;119,5;0;1;"CNPJ";0;10;8;3538,38;3538,38;3538,38;3538,38;2673,44;3813,59;3979,61;3979,61;3979,61;3979,61;3979,61;1198;0;0
9997;9997;9997;99;99;99;0;251110;71197;74209;9997;1;5;6;10;7;6;9;44;32;0;0;4;"{ñ";230440;230440;"10";2062;0;0;8;9997;12462,35;10,28;8435,35;6,95;7119702;2;4;44,5;0;1;"CNPJ";0;10;19;7501,76;7501,76;8835,41;8668,69;7501,76;7501,76;7501,76;7501,76;7501,76;7501,76;11243,64;1198;0;0
9997;9997;9997;50;99;99;11;251110;74901;74993;9997;0;5;6;0;4;4;9;44;31;0;0;1;"06";292600;240810;"10";2062;0;98;9;9997;0;0;2939,6;2,42;7490199;2;6;16,9;0;1;"CNPJ";0;10;19;3000;3000;3000;3270,92;3566,67;1800;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;85325;80322;9997;1;5;5;8;7;8;9;40;39;0;0;9;"{ñ";0;240810;"10";1104;0;0;99;9997;8306,11;6,85;8306,11;6,85;8532500;1;10;123,8;0;1;"CNPJ";0;30;23;8306,11;8306,11;8306,11;8306,11;8306,11;8306,11;8306,11;8306,11;8306,11;8306,11;8306,11;0;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;4;6;5;4;5;9;44;29;0;0;8;"{ñ";292600;240810;"10";2062;0;0;2;9997;3589,08;2,96;3203,54;2,64;7490199;1;6;28,4;0;1;"CNPJ";0;10;19;3050;3116,72;3050;3050;3050;3050;4211;3125,68;3050;3050;3050;1198;0;0
9997;9997;9997;99;99;99;0;251110;69206;74128;9997;1;5;5;5;4;3;9;40;35;0;1;3;"{ñ";241190;250370;"10";2240;0;0;8;9997;3338,22;2,75;3516,26;2,9;6920601;2;3;9,9;4;1;"CNPJ";0;10;19;0;0;3338,22;3597,86;3709,14;3338,22;3338,22;4042,95;3338,22;3783,32;3338,22;1198;0;0
9997;9997;9997;99;99;99;21;251110;71120;74209;9997;0;4;6;0;4;3;9;44;27;0;0;3;"02";221060;261160;"10";2062;0;0;2;9997;0;0;2757,71;2,27;7112000;1;4;11,5;0;1;"CNPJ";0;10;19;3451,96;2063,45;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;21;251110;71120;74209;9997;0;5;6;0;4;4;9;44;31;0;0;2;"02";260790;261160;"10";2062;0;0;2;9997;0;0;2547,18;2,1;7112000;1;4;12,2;0;1;"CNPJ";0;10;19;3451,96;1642,4;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;31;251110;71120;74209;9997;0;5;6;0;4;3;9;44;30;0;0;7;"01";261160;261160;"10";2062;0;0;2;9997;0;0;3451,96;2,84;7112000;2;4;6,8;0;1;"CNPJ";0;10;19;3451,96;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;50;99;99;31;251110;71120;74209;9997;0;5;6;0;4;6;10;44;31;0;0;2;"09";261070;261160;"10";2062;0;120;9;9997;0;0;3627,89;2,99;7112000;2;4;42,4;0;1;"CNPJ";0;10;19;3451,96;3451,95;3451,96;3451,96;3451,96;3873,84;4261,57;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;5;6;5;4;3;7;44;39;0;0;7;"{ñ";221060;261160;"10";2062;0;0;9;9997;2475;2,04;2475;2,04;7490199;1;6;6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;2475;2475;2475;2475;2475;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;6;6;7;6;1;7;44;48;0;0;11;"{ñ";221060;261160;"10";2062;0;0;8;9997;5232,44;4,31;5260,57;4,34;7490199;1;6;2;2;1;"CNPJ";0;60;19;0;0;0;0;0;0;0;0;0;0;5288,69;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;5;6;7;6;1;7;44;35;0;0;11;"{ñ";220285;261160;"10";2062;0;0;8;9997;5232,44;4,31;5260,57;4,34;7490199;1;6;2;2;1;"CNPJ";0;60;19;0;0;0;0;0;0;0;0;0;0;5288,69;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;5;6;7;6;3;7;44;34;0;0;7;"{ñ";261160;261160;"10";2062;0;0;2;9997;5232,44;4,31;5243,64;4,32;7490199;1;6;6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;5232,44;5189,39;5239,94;5278,94;5288,69;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;6;6;7;6;1;7;44;40;0;0;11;"{ñ";220285;261160;"10";2062;0;0;9;9997;5232,44;4,31;5260,57;4,34;7490199;1;6;2;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;5288,69;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;5;6;7;6;3;7;44;31;0;0;7;"{ñ";250370;261160;"10";2062;0;0;9;9997;5232,44;4,31;5333,35;4,4;7490199;1;6;6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;5232,44;5189,39;5239,94;5817,22;5288,69;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;6;6;7;6;3;7;44;43;0;0;7;"{ñ";261070;261160;"10";2062;0;0;2;9997;5232,44;4,31;5243,64;4,32;7490199;1;6;6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;5232,44;5189,39;5239,94;5278,94;5288,69;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;4;6;5;4;3;7;44;25;0;0;7;"{ñ";250370;261160;"10";2062;0;0;9;9997;2923,08;2,41;2695,68;2,22;7490199;1;6;6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;2475;2475;2475;3351;2475;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;5;6;7;6;3;7;44;35;0;0;7;"{ñ";250370;261160;"10";2062;0;0;8;9997;5294,31;4,36;5380,26;4,43;7490199;1;6;6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;5232,44;5189,39;5239,94;6036,79;5288,69;1198;0;0
9997;9997;9997;99;99;99;0;251110;71120;74209;9997;1;4;6;99;4;5;9;44;27;0;0;10;"{ñ";261070;261160;"10";2062;0;0;8;9997;0;0;3451,96;2,84;7112000;1;4;26,2;0;1;"CNPJ";0;10;19;3451,96;3451,96;3451,96;3451,96;3451,96;3451,96;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;71120;74209;9997;1;4;6;99;4;4;9;44;27;0;0;3;"{ñ";261160;261160;"10";2062;0;0;2;9997;0;0;3451,96;2,84;7112000;1;4;21,4;0;1;"CNPJ";0;10;19;3451,96;3451,96;3451,96;3451,96;3451,96;3451,96;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;6;6;5;4;3;9;44;40;0;0;7;"{ñ";221060;261160;"10";2062;0;0;8;9997;2767;2,28;2767;2,28;7490199;1;6;6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;2767;2767;2767;2767;2767;1198;0;0
9997;9997;9997;99;99;99;0;251110;70204;74160;9997;1;4;6;5;4;3;9;44;27;0;1;7;"{ñ";260005;261160;"10";2062;0;0;9;9997;3451,96;2,84;3451,96;2,84;7020400;1;4;6;4;1;"CNPJ";0;10;19;0;0;0;0;0;0;3451,96;3451,96;3451,96;3451,96;3451,96;1198;0;0
9997;9997;9997;99;99;99;0;251110;70204;74160;9997;1;3;6;5;4;3;9;44;23;0;1;3;"{ñ";261160;261160;"10";2062;0;0;9;9997;3451,96;2,84;3451,96;2,84;7020400;1;4;10;2;1;"CNPJ";0;10;19;0;0;3451,96;3451,96;3451,96;3451,96;3451,96;3451,96;3451,96;3451,96;3451,96;1198;0;0
9997;9997;9997;99;99;99;0;251110;70204;74160;9997;1;4;6;5;4;3;9;44;27;0;1;7;"{ñ";261070;261160;"10";2062;0;0;8;9997;3451,96;2,84;3451,96;2,84;7020400;1;4;6;4;1;"CNPJ";0;10;19;0;0;0;0;0;0;3451,96;3451,96;3451,96;3451,96;3451,96;1198;0;0
9997;9997;9997;99;99;99;0;251110;84116;75116;9997;1;5;4;5;4;7;9;30;31;0;0;6;"{ñ";260680;260680;"10";1031;0;0;99;9997;3304,8;2,72;3304,8;2,72;8411600;1;10;78,5;0;1;"CNPJ";0;30;24;3304,8;3304,8;3304,8;3304,8;3304,8;3304,8;3304,8;3304,8;3304,8;3304,8;3304,8;0;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;5;6;7;6;3;9;44;38;0;0;7;"{ñ";261160;261160;"10";2062;0;0;2;9997;5232,44;4,31;5243,64;4,32;7490199;1;6;6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;5232,44;5189,39;5239,94;5278,94;5288,69;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;6;6;7;6;1;9;44;47;0;0;11;"{ñ";221060;261160;"10";2062;0;0;9;9997;5232,44;4,31;5260,57;4,34;7490199;1;6;2;2;1;"CNPJ";0;60;19;0;0;0;0;0;0;0;0;0;0;5288,69;1198;0;0
9997;9997;9997;99;99;99;0;251110;71120;74209;9997;1;5;6;6;5;5;10;44;38;0;0;8;"{ñ";261160;261160;"10";2062;0;0;2;9997;4622,5;3,81;4717,67;3,89;7112000;1;4;28,8;0;1;"CNPJ";0;10;19;4622,5;4622,5;4622,5;4622,5;4622,5;4622,5;5764,51;4622,5;4622,5;4622,5;4622,5;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;6;6;5;4;2;9;44;41;0;1;7;"{ñ";261160;261160;"10";2062;0;0;9;9997;3554,5;2,93;3280,62;2,7;7490199;2;2;5,6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;2259,03;3554;3385,4;3435,7;3495,1;1198;0;0
9997;9997;9997;99;99;99;0;251110;70204;74160;9997;1;7;6;6;5;8;9;44;54;0;0;8;"{ñ";260960;261160;"10";2062;0;0;2;9997;3932,6;3,24;3914,05;3,22;7020400;2;2;125;0;1;"CNPJ";0;10;19;3710;3932,6;3932,6;3932,6;3932,6;3932,6;3932,6;3932,6;3932,6;3932,6;3932,6;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;4;6;99;1;1;9;44;25;0;1;10;"{ñ";260680;261160;"10";2062;0;0;9;9997;0;0;1192,8;0,98;7490199;2;2;2,9;2;1;"CNPJ";0;60;19;0;0;0;0;0;0;0;0;0;1192,8;181,76;1198;0;0
9997;9997;9997;99;99;99;0;251110;71120;74209;9997;1;5;6;5;4;2;9;44;39;0;0;8;"{ñ";240800;261160;"10";2062;0;0;9;9997;3451,96;2,84;2939,73;2,42;7112000;2;4;4,2;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;890,83;3451,96;3451,96;3451,96;1198;0;0
9997;9997;9997;99;99;99;0;251110;71120;74209;9997;1;7;6;5;4;5;9;44;52;0;0;10;"{ñ";261160;261160;"10";2062;0;0;8;9997;3451,96;2,84;3552,49;2,93;7112000;2;4;26,5;0;1;"CNPJ";0;10;19;3451,96;3451,96;3451,96;3451,96;4082,96;3451,96;3451,96;3451,96;4027,29;3451,96;3451,96;1198;0;0
