"Bairros.SP";"Bairros.Fortaleza";"Bairros.RJ";"Causa.Afastamento.1";"Causa.Afastamento.2";"Causa.Afastamento.3";"Motivo.Desligamento";"CBO.Ocupação.2002";"CNAE.2.0.Classe";"CNAE.95.Classe";"Distritos.SP";"Vínculo.Ativo.31.12";"Faixa.Etária";"Faixa.Hora.Contrat";"Faixa.Remun.Dezem..SM.";"Faixa.Remun.Média..SM.";"Faixa.Tempo.Emprego";"Escolaridade.após.2005";"Qtd.Hora.Contr";"Idade";"Ind.CEI.Vinculado";"Ind.Simples";"Mês.Admissão";"Mês.Desligamento";"Mun.Trab";"Município";"Nacionalidade";"Natureza.Jurídica";"Ind.Portador.Defic";"Qtd.Dias.Afastamento";"Raça.Cor";"Regiões.Adm.DF";"Vl.Remun.Dezembro.Nom";"Vl.Remun.Dezembro..SM.";"Vl.Remun.Média.Nom";"Vl.Remun.Média..SM.";"CNAE.2.0.Subclasse";"Sexo.Trabalhador";"Tamanho.Estabelecimento";"Tempo.Emprego";"Tipo.Admissão";"Tipo.Estab";"Tipo.Estab.1";"Tipo.Defic";"Tipo.Vínculo";"IBGE.Subsetor";"Vl.Rem.Janeiro.SC";"Vl.Rem.Fevereiro.SC";"Vl.Rem.Março.SC";"Vl.Rem.Abril.SC";"Vl.Rem.Maio.SC";"Vl.Rem.Junho.SC";"Vl.Rem.Julho.SC";"Vl.Rem.Agosto.SC";"Vl.Rem.Setembro.SC";"Vl.Rem.Outubro.SC";"Vl.Rem.Novembro.SC";"Ano.Chegada.Brasil";"Ind.Trab.Intermitente";"Ind.Trab.Parcial"
9997;9997;9997;99;99;99;0;251110;85996;80993;9997;1;7;6;7;5;3;9;44;50;0;1;2;"{ñ";311750;313510;"10";2062;0;0;8;9997;5000;4,12;4651,52;3,83;8599604;1;4;10,2;2;1;"CNPJ";0;10;23;0;1166,67;5000;5000;5000;5000;5000;5000;5000;5000;5000;1198;0;0
9997;9997;9997;99;99;99;0;251110;82113;74993;9997;1;5;6;6;5;2;9;44;37;0;1;8;"{ñ";313760;310620;"10";2135;0;0;2;9997;4000;3,3;3786,67;3,12;8211300;1;2;4,7;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;2933,33;4000;4000;4000;1198;0;0
9997;9997;9997;99;99;99;0;251110;82113;74993;9997;1;4;6;6;4;2;9;44;26;0;1;7;"{ñ";314610;310620;"10";2135;0;0;2;9997;4000;3,3;3400;2,8;8211300;1;2;5;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;400;4000;4000;4000;4000;1198;0;0
9997;9997;9997;99;99;99;0;251110;84116;75116;9997;1;6;5;5;3;1;9;40;46;0;0;11;"{ñ";310420;310420;"10";1031;0;0;99;9997;2983,42;2,46;2138,11;1,76;8411600;1;10;1,4;2;1;"CNPJ";0;35;24;0;0;0;0;0;0;0;0;0;0;1292,81;0;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;6;2;3;2;3;9;15;41;0;0;4;"{ñ";314480;314480;"10";2062;0;0;2;9997;1300;1,07;1285,56;1,06;7220700;1;2;8,9;2;1;"CNPJ";0;10;19;0;0;0;1170;1300;1300;1300;1300;1300;1300;1300;1198;0;0
9997;9997;9997;99;99;99;0;251110;71197;74209;9997;1;5;6;6;5;4;9;44;36;0;0;2;"{ñ";310620;310620;"10";2062;0;0;9;9997;4220,35;3,48;3699,64;3,05;7119702;1;5;22,7;0;1;"CNPJ";0;10;19;3550;3550;3550;3550;3670,06;3922,38;3550;3550;4182,91;3550;3550;1198;0;0
9997;9997;9997;99;99;99;0;251110;71197;74209;9997;1;5;6;7;6;6;9;44;34;0;0;12;"{ñ";315180;310620;"10";2062;0;0;8;9997;5730;4,72;5113,1;4,21;7119702;1;5;36,9;0;1;"CNPJ";0;10;19;5263,2;4730;4730;5365,46;4730;4730;4730;4730;5429;5459,59;5730;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;2;5;3;9;44;35;0;0;5;"{ñ";310620;310620;"10";2062;0;0;2;9997;960;0,79;4259,95;3,51;7220700;1;2;7,2;2;1;"CNPJ";0;10;19;0;0;0;0;2053,63;4834,03;5086,15;5736,5;5952;4908,21;4549,09;1198;0;0
9997;9997;9997;99;99;99;0;251110;47521;52450;9997;1;4;6;99;98;7;7;44;25;0;0;10;"{ñ";317070;317070;"10";2062;0;0;9;9997;0;0;0;0;4752100;2;2;75;0;1;"CNPJ";0;10;16;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;40;40;99;0;251110;2306;999;9997;1;5;6;7;6;7;9;44;36;0;0;3;"{ñ";314800;314800;"10";2062;0;3;4;9997;5534,95;4,56;5263,66;4,34;230600;2;6;105,7;0;1;"CNPJ";0;10;19;4740,27;4740,27;4740,27;4740,27;4740,27;4740,27;4740,27;6731,18;5917,45;6545,86;5252,55;1198;0;0
9997;9997;9997;99;99;99;0;251110;84116;75116;9997;1;4;5;6;7;3;9;40;25;0;0;2;"{ñ";0;310620;"10";1104;0;0;99;9997;4180,66;3,44;6549,7;5,4;8411600;2;10;10,9;1;1;"CNPJ";0;30;24;0;0;139,36;0;0;20763,94;4180,66;4180,66;4180,66;4180,66;4180,66;0;0;0
9997;9997;9997;99;99;99;0;251110;82113;74993;9997;1;5;6;6;5;2;9;44;32;0;1;8;"{ñ";313760;310620;"10";2135;0;0;2;9997;4000;3,3;3840;3,16;8211300;2;2;4,7;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;3200;4000;4000;4000;1198;0;0
9997;9997;9997;99;99;99;0;251110;84116;75116;9997;1;4;4;5;4;6;9;30;27;0;0;7;"{ñ";315780;315780;"10";1031;0;0;99;9997;3149,53;2,59;3149,53;2,59;8411600;2;10;41,2;0;1;"CNPJ";0;30;24;2861,65;2861,65;3725,29;3149,53;3149,53;3149,53;3149,53;3149,53;3149,53;3149,53;3149,53;0;0;0
9997;9997;9997;99;99;99;0;251110;84116;75116;9997;1;8;4;6;5;8;9;30;70;0;0;10;"{ñ";313760;313760;"10";1031;0;0;99;9997;4428,89;3,65;4382,91;3,61;8411600;2;10;470,9;0;1;"CNPJ";0;31;24;3991,43;4428,89;4428,89;4428,89;4428,89;4428,89;4428,89;4428,89;4428,89;4428,89;4314,63;0;0;0
9997;9997;9997;99;99;99;0;251110;84116;75116;9997;1;5;4;5;4;1;9;30;36;0;0;12;"{ñ";310420;310420;"10";1031;0;0;99;9997;2502,22;2,06;2502,22;2,06;8411600;2;10;0,8;2;1;"CNPJ";0;35;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9997;9997;9997;40;40;99;0;251110;71197;74209;9997;1;4;6;5;5;5;9;44;27;0;0;1;"{ñ";310620;310620;"10";2062;0;8;9;9997;3550;2,92;3689,5;3,04;7119702;2;5;35,6;0;1;"CNPJ";0;10;19;3550;3550;3550;3550;3550;3922,38;3550;4536,11;3865,55;3550;3550;1198;0;0
9997;9997;9997;40;99;99;0;251110;71120;74209;9997;1;5;6;6;5;3;10;44;33;0;0;6;"{ñ";310620;310620;"10";2240;0;3;8;9997;4159,12;3,43;3644,18;3;7112000;2;5;6,1;2;1;"CNPJ";0;10;19;0;0;0;0;0;554,55;4159,12;4159,12;4159,12;4159,12;4159,12;1198;0;0
9997;9997;9997;99;99;99;11;251110;74901;74993;9997;0;4;6;0;5;3;8;44;25;0;0;4;"10";520870;320530;"10";2062;0;0;8;9997;0;0;3860,75;3,18;7490199;1;9;6;2;1;"CNPJ";0;10;19;0;0;0;2565;4556,25;4050;4250,72;4335,34;5120,02;2147,94;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;74901;74993;9997;0;3;6;0;4;2;9;44;23;0;0;4;"10";355710;320530;"10";2062;0;0;8;9997;0;0;3528,03;2,91;7490199;1;9;5,8;2;1;"CNPJ";0;10;19;0;0;0;1755;4050;4338,86;4289,92;4229,13;4321,62;1711,7;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;74901;74993;9997;0;5;6;0;4;2;9;44;32;0;0;6;"10";520870;320530;"10";2062;0;0;8;9997;0;0;3315,24;2,73;7490199;1;9;3,8;2;1;"CNPJ";0;10;19;0;0;0;0;0;1485;4336,75;4050;4544,19;2160,26;0;1198;0;0
9997;9997;9997;10;99;99;11;251110;74901;74993;9997;0;3;6;0;5;3;9;44;23;0;0;4;"11";520870;320530;"10";2062;0;4;8;9997;0;0;4007,9;3,3;7490199;2;9;7,2;2;1;"CNPJ";0;10;19;0;0;0;2565;4361,43;4050;4050;4376,56;4684,12;5364,72;2611,39;1198;0;0
9997;9997;9997;40;99;99;11;251110;74901;74993;9997;0;5;6;0;4;2;9;44;32;0;0;4;"10";221060;320530;"10";2062;0;3;8;9997;0;0;3591,06;2,96;7490199;2;9;5,8;2;1;"CNPJ";0;10;19;0;0;0;1755;4050;4050;4280,99;4335,34;4555,38;2110,68;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;74901;74993;9997;0;3;6;0;5;3;9;44;21;0;0;4;"10";520330;320530;"10";2062;0;0;2;9997;0;0;3823,98;3,15;7490199;2;9;6;2;1;"CNPJ";0;10;19;0;0;0;2565;4050;4449,49;4050;4384,48;4744,43;2524,44;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;41107;70106;9997;1;6;6;6;5;6;9;44;46;0;0;6;"{ñ";314800;320490;"10";2054;0;0;8;9997;4553,4;3,75;4535,65;3,74;4110700;1;5;54,8;0;1;"CNPJ";0;10;19;4075,36;4075,36;5116,85;4075,36;4664,02;5100,48;4553,4;4553,4;4553,4;4553,4;4553,4;1198;0;0
9997;9997;9997;99;99;99;0;251110;70204;74160;9997;1;5;6;6;5;5;9;44;30;0;1;10;"{ñ";320120;320120;"10";2062;0;0;9;9997;3856;3,18;3903,78;3,22;7020400;1;2;26,1;0;1;"CNPJ";0;10;19;3500;3500;3856;3856;3856;5141,33;3856;3856;3856;3856;3856;1198;0;0
9997;9997;9997;99;99;99;0;251110;70204;74160;9997;1;5;6;6;5;5;9;44;30;0;1;3;"{ñ";320120;320120;"10";2062;0;0;2;9997;4712,89;3,88;3903,78;3,22;7020400;1;2;33,3;0;1;"CNPJ";0;10;19;3500;3500;3856;3856;3856;3856;3856;3856;3856;3856;4284,44;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;4;6;6;5;3;9;44;28;0;0;6;"{ñ";221100;320530;"10";2062;0;0;8;9997;4050;3,34;4130,02;3,4;7490199;1;9;6,6;2;1;"CNPJ";0;10;19;0;0;0;0;0;3370,62;4050;4291,75;4561,96;4148,19;4437,59;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;4;6;6;5;3;9;44;28;0;0;6;"{ñ";221100;320530;"10";2062;0;0;8;9997;4050;3,34;3998,38;3,29;7490199;2;9;6,6;2;1;"CNPJ";0;10;19;0;0;0;0;0;3048,21;4050;4050;4596,21;4144,26;4050;1198;0;0
9997;9997;9997;99;99;99;0;251110;74901;74993;9997;1;5;6;7;6;3;9;44;33;0;0;3;"{ñ";530010;320530;"10";2062;0;0;8;9997;6035,5;4,97;5908,17;4,87;7490199;2;9;9,3;2;1;"CNPJ";0;10;19;0;0;2141,63;6035,5;6065,23;6035,5;6035,5;6675,7;6035,5;7986,18;6035,5;1198;0;0
9997;9997;9997;99;99;99;11;251110;56112;55212;9997;0;5;6;0;2;3;7;44;39;0;1;1;"07";330280;330620;"10";2062;0;0;2;9997;0;0;1240,04;1,02;5611201;1;3;6,3;2;1;"CNPJ";0;10;21;1283,73;1336,73;1336,73;1336,73;1336,73;1336,73;712,91;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;999;9997;0;7;6;0;11;3;9;44;55;1;0;2;"09";330170;330455;"10";9999;0;0;8;9997;0;0;31687,39;26,14;7220700;1;1;7;2;6;"CNO";0;10;99;0;6905,1;5847,08;0;4876,43;4686,26;4686,26;4686,26;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;55906;55190;9997;0;4;6;0;2;5;5;44;27;0;1;12;"05";330620;330620;"10";2135;0;0;8;9997;0;0;1452,71;1,19;5590699;2;1;29,7;0;1;"CNPJ";0;10;21;1238,11;1238,11;1692,08;1238,11;1857,16;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;6;6;99;98;5;9;44;49;0;1;1;"{ñ";330455;330455;"10";2062;0;0;8;9997;0;0;0;0;7220700;1;5;35,4;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;99;98;6;9;44;32;0;1;3;"{ñ";291075;330455;"10";2062;0;0;2;9997;0;0;0;0;7220700;1;5;45,5;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;1;0
9997;9997;9997;99;99;99;0;251110;35115;40118;9997;1;8;6;11;10;7;9;44;71;0;0;2;"{ñ";330455;330455;"10";2054;0;0;2;9997;19327,3;15,94;19537,61;16,12;3511501;1;10;83;0;1;"CNPJ";0;10;14;16576,59;16734,46;29285,3;17236,51;19327,3;19327,3;19327,3;19327,3;19327,3;19327,3;19327,3;1198;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;6;5;6;9;44;35;0;1;7;"{ñ";330455;330455;"10";2062;0;0;2;9997;4106,87;3,38;3696,53;3,04;7220700;1;5;53,4;0;1;"CNPJ";0;10;19;4660,88;3032,26;4427,04;0;0;0;0;0;0;0;2255,59;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;4;5;6;9;44;39;0;1;12;"{ñ";130185;330455;"10";2062;0;0;9;9997;1872,55;1,54;4008,48;3,3;7220700;1;5;36,9;0;1;"CNPJ";0;10;19;5170,43;4000,45;0;0;0;0;0;0;4593,83;4030,12;4383,47;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;6;6;99;1;6;9;44;42;0;1;8;"{ñ";330170;330455;"10";2062;0;0;2;9997;0;0;772,88;0,63;7220700;1;5;40,2;0;1;"CNPJ";0;10;19;772,88;0;0;0;0;0;0;0;0;0;0;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;6;6;5;3;1;9;44;43;0;1;11;"{ñ";261110;330455;"10";2062;0;0;2;9997;2808,84;2,31;2176,25;1,79;7220700;1;5;1,8;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;1543,66;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;6;5;7;9;44;30;0;1;1;"{ñ";330455;330455;"10";2062;0;0;9;9997;4042,5;3,33;4578,91;3,77;7220700;1;5;71,9;0;1;"CNPJ";0;10;19;5442,83;4106,82;4042,5;4042,5;4305,4;4439,4;4831,21;4232,38;5343,46;6075,4;4042,5;1198;0;0
9997;9997;0;99;99;99;0;251110;85317;80314;9997;1;5;5;9;8;7;10;40;33;0;0;2;"{ñ";0;330455;"10";1104;0;0;99;9997;8913,92;7,35;8717,85;7,19;8531700;1;10;94,2;0;1;"CNPJ";0;30;23;8579,33;8579,33;8579,33;8579,33;8579,33;8579,33;8579,33;8579,33;8913,92;9237,84;8913,92;0;0;0
9997;9997;0;99;99;99;0;251110;85317;80314;9997;1;5;5;8;7;7;10;40;37;0;0;10;"{ñ";0;330455;"10";1104;0;0;99;9997;7778,15;6,41;7460,56;6,15;8531700;1;10;74,2;0;1;"CNPJ";0;30;23;7405,44;7405,44;7405,44;7405,44;7405,44;7405,44;7405,44;7405,44;7405,44;7405,44;7694,25;0;0;0
9997;9997;9997;99;99;99;0;251110;74901;74160;9997;1;5;6;99;98;4;10;44;34;0;0;3;"{ñ";330455;330455;"10";2062;0;0;8;9997;0;0;0;0;7490103;1;6;21,8;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;1;0
9997;9997;0;40;99;99;0;251110;85317;80314;9997;1;5;5;9;8;7;11;40;39;0;0;2;"{ñ";0;330455;"10";1104;0;0;99;9997;9466,97;7,81;9258,85;7,63;8531700;1;10;94,2;0;1;"CNPJ";0;30;23;9111,61;9111,61;9111,61;9111,61;9111,61;9111,61;9111,61;9111,61;9466,97;9812,45;9466,97;0;0;0
9997;9997;9997;99;99;99;0;251110;68218;70319;9997;1;7;8;5;4;5;7;48;54;0;0;9;"{ñ";330330;330330;"10";2062;0;0;2;9997;3476,2;2,86;3486,93;2,87;6821801;2;2;27,2;0;1;"CNPJ";0;10;19;3218,7;3218,7;3218,7;3218,7;3476,2;4634,93;3476,2;3476,2;3476,2;3476,2;3476,2;1198;0;0
9997;9997;0;99;99;99;0;251110;85317;80314;9997;1;5;5;8;7;7;9;40;36;0;0;7;"{ñ";0;330455;"10";1104;0;0;99;9997;6833,71;5,63;6704,66;5,53;8531700;2;10;77;0;1;"CNPJ";0;30;23;6577,2;6577,2;6577,2;6577,2;6577,2;6577,2;6577,2;6833,71;6833,71;7080,72;6833,71;0;0;0
9997;9997;0;99;99;99;0;251110;85317;80314;9997;1;6;5;8;7;8;9;40;46;0;0;2;"{ñ";0;330455;"10";1104;0;0;99;9997;7668,81;6,32;7724,69;6,37;8531700;2;10;154,9;0;1;"CNPJ";0;30;23;7380,95;7380,95;7668,81;7956,67;7668,81;7668,81;7668,81;7668,81;7668,81;8627,31;7668,81;0;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;6;6;99;98;6;9;44;42;0;1;8;"{ñ";120040;330455;"10";2062;0;0;4;9997;0;0;0;0;7220700;2;5;53;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;4;6;99;98;6;9;44;29;0;1;11;"{ñ";280030;330455;"10";2062;0;0;2;9997;0;0;0;0;7220700;2;5;49,7;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;99;98;4;9;44;32;0;1;10;"{ñ";280360;330455;"10";2062;0;0;9;9997;0;0;0;0;7220700;2;5;14,6;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;5;6;99;98;6;9;44;31;0;1;7;"{ñ";261070;330455;"10";2062;0;0;2;9997;0;0;0;0;7220700;2;5;53,9;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;4;6;99;98;6;9;44;27;0;1;7;"{ñ";280030;330455;"10";2062;0;0;2;9997;0;0;0;0;7220700;2;5;53,9;0;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;0;0;0;0;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;3;6;3;3;2;9;44;24;0;1;8;"{ñ";330455;330455;"10";2062;0;0;9;9997;1683,1;1,38;2068,44;1,7;7220700;2;5;4,6;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;1570,89;2356,34;2482,65;2249,22;1198;1;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;4;6;99;4;2;9;44;29;0;1;8;"{ñ";280670;330455;"10";2062;0;0;2;9997;0;0;3294,64;2,71;7220700;2;5;4,7;2;1;"CNPJ";0;10;19;0;0;0;0;0;0;0;2404,21;3938,75;3540,96;0;1198;1;0
9997;9997;0;50;50;99;0;251110;85317;80314;9997;1;5;5;8;7;6;10;40;31;0;0;10;"{ñ";0;330455;"10";1104;0;0;99;9997;7127,47;5,88;7127,47;5,88;8531700;2;10;50,5;0;1;"CNPJ";0;30;23;7127,47;7127,47;7127,47;7127,47;7127,47;7127,47;7127,47;7127,47;7127,47;7127,47;7127,47;0;0;0
9997;9997;0;99;99;99;0;251110;85317;80314;9997;1;8;5;10;9;8;10;40;71;0;0;7;"{ñ";0;330455;"10";1104;0;0;99;9997;13358,29;11,02;13358,29;11,02;8531700;2;10;569,9;0;1;"CNPJ";0;30;23;13358,29;13358,29;13358,29;13358,29;13358,29;13358,29;13358,29;13358,29;13358,29;13358,29;13358,29;0;0;0
9997;9997;0;99;99;99;0;251110;85317;80314;9997;1;6;5;9;8;8;11;40;41;0;0;8;"{ñ";0;330455;"10";1104;0;0;99;9997;10618,35;8,76;10584,21;8,73;8531700;2;10;136,4;0;1;"CNPJ";0;30;23;10219,78;10219,78;10618,35;11005,85;10618,35;10618,35;10618,35;10618,35;10618,35;10618,35;10618,35;0;0;0
9997;9997;9997;99;99;99;0;251110;35204;40207;9997;1;4;6;6;5;5;9;44;27;0;0;3;"{ñ";130260;130260;"10";2038;0;0;9;9997;4475,29;3,69;4315,86;3,56;3520402;1;7;33,6;0;1;"CNPJ";0;10;14;4079,51;4175,87;4617,19;4319,06;4175,87;4175,87;4729,25;4215,39;4175,87;4175,87;4475,29;1198;0;0
9997;9997;9997;40;99;99;0;251110;46516;51659;9997;1;6;6;99;98;5;9;44;49;0;0;3;"{ñ";130260;130260;"10";2135;0;365;8;9997;0;0;0;0;4651602;1;7;33,9;0;1;"CNPJ";0;20;17;0;0;0;0;0;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;90035;92320;9997;1;4;5;5;4;2;11;40;26;0;0;7;"{ñ";130260;130260;"10";3077;0;0;9;9997;3520,52;2,9;3324,94;2,74;9003500;1;9;5,6;2;1;"CNPJ";0;10;21;0;0;0;0;0;0;2347,01;3520,52;3520,52;3520,52;3520,52;1198;0;0
9997;9997;9997;40;40;40;0;251110;85317;80314;9997;1;5;5;8;5;6;11;40;33;0;0;2;"{ñ";0;130260;"10";1139;0;0;99;9997;7897,96;6,51;4795,19;3,95;8531700;1;10;58,8;0;1;"CNPJ";0;30;23;4513,12;4513,12;4513,12;4513,12;4513,12;4513,12;4513,12;4513,12;4513,12;4513,12;4513,12;0;0;0
9997;9997;9997;99;99;99;0;251110;84116;75116;9997;1;6;4;7;6;7;9;30;43;0;0;4;"{ñ";0;130260;"10";1023;0;0;99;9997;5702,96;4,7;5861,37;4,83;8411600;2;8;116,6;0;1;"CNPJ";0;30;24;5702,96;5702,96;7603,95;5702,96;5702,96;5702,96;5702,96;5702,96;5702,96;5702,96;5702,96;0;0;0
9997;9997;9997;99;99;99;21;251110;63194;72400;9997;0;5;6;0;4;5;9;42;38;0;0;3;"05";150140;150140;"10";2062;0;0;8;9997;0;0;3218,5;2,65;6319400;1;6;25,5;0;1;"CNPJ";0;10;19;3540;3540;3540;4122,45;1350,05;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;12;251110;84116;75116;9997;0;6;5;0;7;4;9;40;44;0;0;3;"12";150553;150553;"10";1031;0;0;99;9997;6901,38;5,69;7120,49;5,87;8411600;1;10;21,8;0;1;"CNPJ";0;35;24;6901,38;6901,38;6901,38;6901,38;7418,98;7418,98;6901,38;6901,38;6901,38;8495,59;6901,38;0;0;0
9997;9997;9997;99;99;99;0;251110;84116;75116;9997;1;4;5;5;4;3;9;40;28;0;0;3;"{ñ";150420;150420;"10";1031;0;0;99;9997;3248;2,67;3149,06;2,59;8411600;2;7;9,9;1;1;"CNPJ";0;35;24;0;0;2706,67;2800;3248;3248;3248;3248;3248;3248;3248;0;0;0
9997;9997;9997;99;99;99;0;251110;72207;73202;9997;1;6;6;4;3;5;9;44;43;0;0;1;"{ñ";150140;150140;"10";2062;0;0;8;9997;2090;1,72;2090;1,72;7220700;2;2;35,9;0;1;"CNPJ";0;10;19;2090;2090;2090;2090;2090;2090;2090;2090;2090;2090;2090;1198;0;0
9997;9997;9997;99;99;99;11;251110;7243;13242;9997;0;5;6;0;7;7;9;44;37;0;0;1;"09";150140;160015;"10";2062;0;0;8;9997;0;0;7321,36;6,04;724301;1;7;68,2;0;1;"CNPJ";0;10;1;7957,77;7957,77;7957,77;7957,77;7957,77;7957,77;7957,77;2866,51;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;42138;45225;9997;1;7;6;8;7;6;9;44;52;0;0;11;"{ñ";160030;160030;"10";2054;0;0;8;9997;6645;5,48;6824,42;5,63;4213800;1;4;37,8;0;1;"CNPJ";0;10;15;6645;6645;6645;6645;6645;6645;6645;6645;6645;8502,74;6940,33;1198;0;0
9997;9997;9997;99;99;99;11;251110;72207;73202;9997;0;7;6;0;2;5;7;44;55;0;1;1;"06";172100;172100;"10";2062;0;0;9;9997;0;0;1530,95;1,26;7220700;1;1;29,3;0;1;"CNPJ";0;10;19;2289,8;1445,85;2237,05;1156,68;1285,2;771,12;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;12;251110;72207;73202;9997;0;5;6;0;4;1;9;42;38;0;1;9;"10";292170;210530;"10";2062;0;0;2;9997;0;0;2850;2,35;7220700;2;1;1,5;2;1;"CNPJ";0;90;19;0;0;0;0;0;0;0;0;3800;1900;0;1198;0;0
9997;9997;9997;99;99;99;12;251110;72207;73202;9997;0;5;6;0;4;1;9;42;35;0;1;9;"10";210530;210530;"10";2062;0;0;2;9997;0;0;3000;2,47;7220700;2;1;1,5;2;1;"CNPJ";0;90;19;0;0;0;0;0;0;0;0;4000;2000;0;1198;0;0
9997;9997;9997;99;99;99;21;251110;41204;45217;9997;0;7;6;0;6;2;9;44;53;0;0;4;"08";220570;221100;"10";2062;0;0;8;9997;0;0;5612,9;4,63;4120400;1;4;4,7;2;1;"CNPJ";0;10;15;0;0;0;6000;6000;6000;6000;4064,52;0;0;0;1198;0;0
9997;9997;9997;99;99;99;11;251110;47741;52493;9997;0;4;6;0;0;4;7;44;27;0;1;8;"05";220120;220120;"10";2062;0;0;8;9997;0;0;399,55;0,32;4774100;2;3;21,6;0;1;"CNPJ";0;10;16;399,55;399,55;399,55;399,55;347,05;0;0;0;0;0;0;1198;0;0
9997;9997;9997;99;99;99;0;251110;41204;45217;9997;1;4;6;7;6;2;9;44;26;0;0;9;"{ñ";211220;221100;"10";2062;0;0;8;9997;6000;4,95;6000;4,95;4120400;1;4;4;2;1;"CNPJ";0;10;15;0;0;0;0;0;0;0;0;6000;6000;6000;1198;0;0
9997;9997;9997;40;40;99;0;251110;85325;80322;9997;1;5;5;9;8;7;9;40;34;0;0;10;"{ñ";0;221100;"10";1139;0;0;99;9997;8630,04;7,12;8549,05;7,05;8532500;1;10;98,9;0;1;"CNPJ";0;30;23;8306,11;8306,11;8306,11;8306,11;8953,97;8630,04;8630,04;8630,04;8630,04;8630,04;8630,04;0;0;0
9997;9997;9997;99;99;99;0;251110;84116;75116;9997;1;5;5;99;7;4;9;40;39;0;0;1;"{ñ";0;220210;"10";1031;0;0;99;9997;0;0;7000;5,77;8411600;1;8;23,9;0;1;"CNPJ";0;30;24;0;0;7000;0;7000;0;0;0;0;0;0;0;0;0
9997;9997;9997;99;99;99;0;251110;42120;45233;9997;1;7;6;6;5;1;9;43;53;0;0;11;"{ñ";220570;221100;"10";2151;0;0;8;9997;4500;3,71;4500,91;3,71;4212000;1;5;1,4;2;1;"CNPJ";0;60;15;0;0;0;0;0;0;0;0;0;0;4501,81;1198;0;0
9997;9997;9997;99;99;99;0;251110;47741;52493;9997;1;6;6;3;2;4;7;44;41;0;1;2;"{ñ";220120;220120;"10";2062;0;0;8;9997;1301,4;1,07;1337,55;1,1;4774100;2;3;23;0;1;"CNPJ";0;10;16;1301,4;1301,4;1301,4;1301,4;1301,4;1301,4;1301,4;1301,4;1735,2;1301,4;1301,4;1198;0;0
