Bairros SP - Código,Bairros Fortaleza - Código,Bairros RJ - Código,Causa Afastamento 1 - Código,Causa Afastamento 2 - Código,Causa Afastamento 3 - Código,Motivo Desligamento - Código,CBO 2002 Ocupação - Código,CNAE 2.0 Classe - Código,CNAE 95 Classe - Código,Distritos SP - Código,Ind Vínculo Ativo 31/12 - Código,Faixa Etária - Código,Faixa Rem Média (SM) - Código,Faixa Hora Contrat - Código,Faixa Rem Dez (SM) - Código,Faixa Tempo Emprego - Código,Escolaridade Após 2005 - Código,Qtd Hora Contr,Idade,Ind CEI Vinculado - Código,Ind Estabelecimento Participante SIMPLES - Código,Mês Admissão - Código,Mês Desligamento - Código,Município Trab - Código,Município - Código,Nacionalidade - Código,Natureza Jurídica - Código,Ind Portador Defic - Código,Qtd Dias Afastamento,Raça Cor - Código,Região Adm DF - Código,Vl Rem Dezembro Nom,Vl Rem Dezembro (SM),Vl Rem Média Nom,Vl Rem Média (SM),CNAE 2.0 Subclasse - Codigo,Sexo - Código,Tamanho Estabelecimento - Código,Tempo Emprego,Tipo Admissão Trabalhador - Código,Tipo Estabelecimento - Código,Tipo Estabelecimento - Nome,Tipo Deficiência - Código,Tipo Vínculo - Código,IBGE Subsetor - Código,Vl Rem Janeiro SC,Vl Rem Fevereiro SC,Vl Rem Março SC,Vl Rem Abril SC,Vl Rem Maio SC,Vl Rem Junho SC,Vl Rem Julho SC,Vl Rem Agosto SC,Vl Rem Setembro SC,Vl Rem Outubro SC,Vl Rem Novembro SC,Ano Chegada Brasil,Ind Trabalho Intermitente - Código,Ind Trabalho Parcial - Código,Ind Vínculo Abandonado - Código,Categoria Trabalhador - Código
999997,999997,999997,999,999,999,0,251110,47822,52337,999997,1,3,3,6,99,4,9,44,21,0,1,0,0,999999,330320,10,2062,0,0,8,999997,,.00,1520.00,1.00,4782201,2,4,19.0,0,1,CNPJ,0,10,16,1800.00,1800.00,120.00,960.00,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,47814,52329,999997,1,7,4,6,5,1,9,42,58,0,1,11,0,999999,320120,10,2062,0,0,2,999997,3439.32,2.26,2611.93,1.72,4781400,2,3,1.9,2,1,CNPJ,0,60,16,0,0,0,0,0,0,0,0,0,0,1784.53,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,85317,80314,999997,1,3,4,5,4,1,9,40,22,0,0,10,0,999999,330610,10,3069,0,0,2,999997,3018.21,1.98,2381.03,1.56,8531700,1,8,2.3,2,1,CNPJ,0,60,23,0,0,0,0,0,0,0,0,0,1106.68,3018.21,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,7,99,99,99,7,9,99,52,0,1,0,0,999999,330455,10,2062,0,0,8,999997,,.00,.00,.00,7220700,1,4,71.4,0,1,CNPJ,0,10,19,0,0,0,0,0,0,0,0,0,0,0,1198,1,0,0,111
999997,999997,999997,999,999,999,0,251110,47814,52329,999997,1,6,3,8,4,1,9,48,43,0,1,10,0,999999,320120,10,2062,0,0,2,999997,2660.75,1.75,2045.86,1.34,4781400,2,2,2.9,2,1,CNPJ,0,60,16,0,0,0,0,0,0,0,0,0,1585.14,1891.69,1198,0,0,0,101
999997,999997,999997,999,999,999,12,251110,47741,52493,999997,0,6,2,6,99,1,9,42,41,0,1,0,1,999999,320310,10,2135,0,0,2,999997,,.00,1485.77,.97,4774100,2,1,2.9,0,1,CNPJ,0,10,16,1485.77,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,21,251110,47822,52337,999997,0,7,3,6,99,1,9,44,55,0,1,9,10,999999,330320,10,2062,0,0,2,999997,,.00,1710.00,1.12,4782201,2,4,1.8,2,1,CNPJ,0,60,16,0,0,0,0,0,0,0,0,1710.00,1710.00,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,84116,75116,999997,1,8,7,5,7,8,9,40,73,0,0,0,0,999999,313760,10,1244,0,0,2,999997,7247.59,4.77,7198.15,4.74,8411600,2,10,507.0,0,1,CNPJ,0,31,24,6802.69,7247.58,7247.58,7247.58,7247.58,7247.58,7247.58,7247.58,0,0,0,1198,0,0,0,301
999997,999997,999997,999,999,999,0,251110,85317,80314,999997,1,5,10,5,9,8,10,40,36,0,0,0,0,999999,330455,10,1104,0,0,2,999997,14886.87,9.80,16085.30,10.59,8531700,1,10,130.2,0,1,CNPJ,0,30,23,20117.50,14997.72,13725.36,20088.04,15886.87,15886.87,15886.87,15886.87,15886.87,14886.87,14886.87,1198,0,0,0,301
999997,999997,999997,999,999,999,12,251110,78205,74500,999997,0,5,8,5,99,3,9,40,39,0,0,2,10,999999,310620,10,2062,0,0,8,999997,,.00,8403.57,5.53,7820500,1,9,8.9,2,1,CNPJ,0,50,19,0,7392.61,8529.94,8529.94,8529.94,8529.94,8529.94,8529.94,8529.94,8529.94,0,1198,0,0,0,106
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,6,99,99,99,7,9,99,45,0,1,0,0,999999,330455,10,2062,0,0,4,999997,,.00,.00,.00,7220700,2,4,89.0,0,1,CNPJ,0,10,19,0,0,0,0,0,0,0,0,0,0,0,1198,1,0,0,111
999997,999997,999997,999,999,999,21,251110,47890,52493,999997,0,3,2,8,99,1,9,48,21,0,1,3,5,999999,320120,10,2062,0,0,2,999997,,.00,1324.61,.87,4789001,2,3,2.6,2,1,CNPJ,0,60,16,0,0,928.56,1547.60,1497.68,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,47822,52337,999997,1,4,3,6,4,1,9,44,27,0,1,10,0,999999,330320,10,2062,0,0,8,999997,2945.68,1.94,2227.45,1.46,4782201,2,4,2.9,2,1,CNPJ,0,60,16,0,0,0,0,0,0,0,0,0,1836.67,1900.00,1198,0,0,0,101
999997,999997,999997,999,999,999,21,251110,47822,52337,999997,0,7,2,6,2,1,9,44,55,0,1,12,12,999999,330320,10,2062,0,0,2,999997,760.00,.50,760.00,.50,4782201,2,4,.4,2,1,CNPJ,0,60,16,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,4,5,99,4,6,9,99,27,0,1,0,0,999999,330455,10,2062,0,0,4,999997,2947.73,1.94,3125.21,2.06,7220700,2,4,40.6,0,1,CNPJ,0,10,19,3849.02,1725.15,2899.73,3383.19,4618.42,4173.91,642.36,2899.73,3560.41,3734.34,3068.56,1198,1,0,0,111
999997,999997,999997,999,999,999,21,251110,84116,75116,999997,0,4,4,5,99,2,9,40,27,0,0,1,4,999999,310420,10,1244,0,0,8,999997,,.00,2855.71,1.88,8411600,1,10,3.8,2,1,CNPJ,0,35,24,3346.08,3461.46,3461.46,1153.82,0,0,0,0,0,0,0,1198,0,0,0,302
999997,999997,999997,999,999,999,0,251110,85317,80314,999997,1,6,10,5,10,8,11,40,44,0,0,0,0,999999,330455,10,1104,0,0,2,999997,16745.71,11.03,17827.89,11.74,8531700,2,10,172.4,0,1,CNPJ,0,30,23,24115.30,14763.74,14763.74,14763.74,17101.64,25957.54,17101.64,17384.44,17745.71,16745.71,16745.71,1198,0,0,0,301
999997,999997,999997,999,999,999,0,251110,64620,74144,999997,1,6,8,5,8,7,9,40,42,0,0,0,0,999999,330455,10,2054,0,0,9,999997,8458.74,5.57,8795.89,5.79,6462000,1,7,74.3,0,1,CNPJ,0,10,19,8120.38,8458.73,8458.73,8458.73,8458.73,10118.31,10526.42,8458.73,9115.72,8458.73,8458.73,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,47814,52329,999997,1,4,3,6,3,2,9,43,25,0,1,7,0,999999,320120,10,2062,0,0,2,999997,1989.89,1.31,1610.85,1.06,4781400,2,3,5.3,2,1,CNPJ,0,10,16,0,0,0,0,0,0,464.28,1547.60,1738.94,1934.50,1989.89,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,47822,52337,999997,1,5,3,6,5,3,9,44,38,0,1,4,0,999999,330320,10,2062,0,0,8,999997,4502.42,2.96,2220.73,1.46,4782201,2,4,8.7,2,1,CNPJ,0,10,16,0,0,0,1433.54,2107.44,2305.81,2157.98,1869.84,1869.84,1869.84,1869.84,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,5,6,99,5,7,9,99,38,0,1,0,0,999999,330455,10,2062,0,0,2,999997,3754.81,2.47,5327.48,3.50,7220700,1,4,89.4,0,1,CNPJ,0,10,19,5925.53,6764.61,6294.24,4816.97,7556.01,2761.72,2820.98,7115.65,4616.62,5649.07,5853.59,1198,1,0,0,111
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,5,7,6,7,7,9,44,33,0,1,0,0,999999,330455,10,2062,0,0,8,999997,6446.15,4.24,6130.00,4.03,7220700,1,4,107.9,0,1,CNPJ,0,10,19,4831.21,4364.07,4315.92,4637.86,5981.42,5878.98,4042.50,7476.79,8356.03,8546.42,8682.59,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,84116,75116,999997,1,4,6,5,6,2,10,40,29,0,0,8,0,999999,314610,10,1244,0,0,2,999997,6054.97,3.98,5691.67,3.74,8411600,1,10,4.6,2,1,CNPJ,0,97,24,0,0,0,0,0,0,0,4238.47,6054.97,6054.97,6054.97,1198,0,0,0,306
999997,999997,999997,999,999,999,0,251110,1156,99999,999997,1,3,99,6,99,6,9,44,24,0,0,0,0,999999,314980,10,9999,0,0,4,999997,,.00,.00,.00,115600,1,2,54.0,0,5,CAEPF,0,15,25,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,72207,73202,999997,0,6,7,5,99,4,11,40,44,0,0,0,7,999999,310620,10,2062,0,0,2,999997,,.00,6119.32,4.03,7220700,1,2,13.4,0,1,CNPJ,0,10,19,6315.38,6865.19,6847.16,6485.31,7444.09,2758.79,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,72207,73202,999997,0,5,5,5,99,5,9,40,30,0,0,0,8,999999,310620,10,2062,0,0,8,999997,,.00,4131.32,2.72,7220700,2,2,25.2,0,1,CNPJ,0,10,19,4232.92,4336.91,4054.52,4054.52,4054.52,4054.52,392.37,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,12,251110,47814,52329,999997,0,4,2,6,99,2,9,43,25,0,1,0,3,999999,320120,10,2062,0,0,2,999997,,.00,1345.35,.88,4781400,2,3,3.0,0,1,CNPJ,0,10,16,1783.98,1751.39,500.69,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,21,251110,68218,70319,999997,0,7,5,8,99,6,9,48,57,0,0,0,6,999999,330330,10,2062,0,0,2,999997,,.00,3201.39,2.10,6821801,2,1,56.5,0,1,CNPJ,0,10,19,3730.94,3730.94,3730.94,3730.94,1083.18,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,47598,52434,999997,0,3,2,5,99,1,9,40,18,0,1,7,8,999999,320120,10,2062,0,0,2,999997,,.00,1322.95,.87,4759801,2,2,1.7,2,1,CNPJ,0,60,16,0,0,0,0,0,0,1098.30,1547.60,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,71197,74209,999997,1,5,6,6,6,7,9,44,33,0,1,0,0,999999,320120,10,2062,0,0,8,999997,4763.14,3.13,4867.76,3.20,7119701,1,2,62.1,0,1,CNPJ,0,10,19,4430.83,4763.14,4763.14,6350.85,4763.14,4763.14,4763.14,4763.14,4763.14,4763.14,4763.14,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,47822,52337,999997,1,4,3,6,4,4,9,44,26,0,1,0,0,999999,330320,10,2062,0,0,8,999997,2289.85,1.50,1945.42,1.28,4782201,2,4,19.0,0,1,CNPJ,0,10,16,1800.00,1800.00,1800.00,1800.00,2011.80,1900.00,1900.00,1900.00,1773.34,2596.66,1773.34,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,85317,80314,999997,1,5,9,5,9,7,10,40,34,0,0,0,0,999999,330455,10,1104,0,0,2,999997,10745.86,7.07,11603.08,7.64,8531700,2,10,86.5,0,1,CNPJ,0,30,23,13671.15,10553.03,10553.03,10553.03,11332.56,16498.84,11332.56,11332.56,11332.56,10585.87,10745.86,1198,0,0,0,301
999997,999997,999997,999,999,999,0,251110,70204,74160,999997,1,6,99,1,99,1,10,1,47,0,0,10,0,999999,320530,10,2062,0,0,2,999997,,.00,.00,.00,7020400,1,4,2.3,2,1,CNPJ,0,60,19,0,0,0,0,0,0,0,0,0,0,0,1198,1,0,0,111
999997,999997,999997,999,999,999,0,251110,1334,99999,999997,1,7,3,6,2,7,9,44,57,0,0,0,0,999999,330180,10,4014,0,0,2,999997,1518.00,1.00,1551.73,1.02,133408,1,2,71.9,0,5,CAEPF,0,25,25,1518.00,1737.27,1703.53,1518.00,1518.00,1518.00,1518.00,1518.00,1518.00,1518.00,1518.00,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,72207,73202,999997,0,6,4,6,99,1,9,44,43,0,1,10,12,999999,330455,10,2062,0,0,8,999997,,.00,2416.67,1.59,7220700,1,1,1.9,2,1,CNPJ,0,60,19,0,0,0,0,0,0,0,0,0,2333.33,2500.00,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,47440,52442,999997,1,7,5,6,5,8,9,44,55,0,1,0,0,999999,310620,10,2062,0,0,8,999997,4415.82,2.90,3993.27,2.63,4744002,1,3,223.0,0,1,CNPJ,0,10,16,3792.01,3669.97,3621.69,4182.38,3978.89,3943.15,3943.33,3935.13,4003.32,4542.30,3891.20,1198,0,0,0,101
999997,999997,999997,999,999,999,21,251110,23915,26913,999997,0,4,3,7,99,3,9,45,25,0,1,0,4,999999,320503,10,2062,0,0,2,999997,,.00,1768.09,1.16,2391503,2,4,10.5,0,1,CNPJ,0,10,2,1758.77,2400.18,2354.19,559.20,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,84116,75116,999997,1,6,5,5,5,3,9,40,49,0,0,5,0,999999,310420,10,1244,0,0,8,999997,3461.46,2.28,3245.12,2.14,8411600,1,10,7.5,2,1,CNPJ,0,35,24,0,0,0,0,1730.73,3461.46,3461.46,3461.46,3461.46,3461.46,3461.46,1198,0,0,0,302
999997,999997,999997,999,999,999,0,251110,47890,52493,999997,1,3,3,6,3,4,9,43,19,0,1,0,0,999999,312230,10,2062,0,0,2,999997,1998.52,1.31,1979.24,1.30,4789099,1,3,13.2,0,1,CNPJ,0,20,16,1941.20,1941.20,1941.20,1941.20,2016.26,1978.73,1998.52,1998.52,1998.52,1998.52,1998.52,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,71197,74209,999997,1,5,8,6,8,7,9,44,37,0,0,0,0,999999,310620,10,2062,0,0,8,999997,7882.50,5.19,8050.15,5.30,7119702,1,6,72.9,0,1,CNPJ,0,10,19,7479.47,7479.47,7479.47,7479.47,7479.47,8522.07,7479.47,9931.40,7882.50,7964.78,9541.68,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,85503,74160,999997,1,8,3,1,3,4,9,10,72,0,0,0,0,999999,310620,10,3999,0,0,2,999997,1621.23,1.06,1623.71,1.06,8550302,2,10,18.9,0,1,CNPJ,0,10,19,1541.09,1541.09,1541.09,1621.23,1621.23,1621.23,1621.23,1891.45,1621.23,1621.23,1621.23,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,84116,75116,999997,1,5,5,5,5,3,9,40,39,0,0,3,0,999999,310420,10,1244,0,0,8,999997,3461.46,2.28,3403.77,2.24,8411600,1,10,9.8,2,1,CNPJ,0,35,24,0,0,2884.55,3461.46,3461.46,3461.46,3461.46,3461.46,3461.46,3461.46,3461.46,1198,0,0,0,302
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,5,99,99,99,7,9,99,32,0,1,0,0,999999,330455,10,2062,0,0,2,999997,,.00,.00,.00,7220700,2,4,85.7,0,1,CNPJ,0,10,19,0,0,0,0,0,0,0,0,0,0,0,1198,1,0,0,111
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,5,99,99,99,6,9,99,32,0,1,0,0,999999,330455,10,2062,0,0,2,999997,,.00,.00,.00,7220700,2,4,40.7,0,1,CNPJ,0,10,19,0,0,0,0,0,0,0,0,0,0,0,1198,1,0,0,111
999997,999997,999997,999,999,999,12,251110,47814,52329,999997,0,3,3,8,99,1,9,48,19,0,1,0,2,999999,320120,10,2062,0,0,2,999997,,.00,2003.30,1.32,4781400,2,2,2.9,0,1,CNPJ,0,60,16,1873.60,2133.00,0,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,12,251110,47598,52434,999997,0,3,2,5,99,1,9,40,21,0,1,0,1,999999,320120,10,2062,0,0,2,999997,,.00,1222.67,.80,4759801,2,2,2.9,0,1,CNPJ,0,60,16,1222.67,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,21,251110,72207,73202,999997,0,4,4,99,99,2,9,99,26,0,1,4,10,999999,330455,10,2062,0,0,4,999997,,.00,2356.78,1.55,7220700,2,4,5.2,2,1,CNPJ,0,10,19,0,0,0,344.28,2585.68,2487.12,2298.05,2356.34,2056.69,57.37,0,1198,1,0,0,111
999997,999997,999997,999,999,999,0,251110,64620,74144,999997,1,7,9,6,9,1,9,44,55,0,0,12,0,999999,330455,10,2046,0,0,2,999997,12274.27,8.08,12274.27,8.08,6462000,2,9,.9,2,1,CNPJ,0,10,19,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,47814,52329,999997,0,6,3,5,4,4,9,40,49,0,1,0,12,999999,320500,10,2062,0,0,2,999997,2950.28,1.94,1934.54,1.27,4781400,2,2,12.8,0,1,CNPJ,0,10,16,2025.00,1844.45,1687.93,1838.38,1724.80,1770.14,1790.12,1828.73,1890.11,1882.13,1982.45,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,72207,73202,999997,0,5,7,5,99,5,11,40,30,0,0,0,4,999999,310620,10,2062,0,0,2,999997,,.00,6081.41,4.00,7220700,1,2,26.1,0,1,CNPJ,0,10,19,5506.90,6655.92,0,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,68102,70106,999997,1,6,6,6,7,7,9,44,49,0,0,0,0,999999,320490,10,2054,0,0,8,999997,6096.79,4.01,5425.95,3.57,6810203,1,6,90.8,0,1,CNPJ,0,10,19,5362.91,5080.65,5080.65,5080.65,5080.65,5893.55,5487.10,5487.10,5487.10,5487.10,5487.10,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,63119,72303,999997,1,5,9,6,9,2,9,44,34,0,0,7,0,999999,320530,10,2062,0,0,8,999997,11000.00,7.24,10645.16,7.01,6311900,2,5,5.8,2,1,CNPJ,0,10,19,0,0,0,0,0,0,8870.97,11000.00,11000.00,11000.00,11000.00,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,4,5,99,4,2,9,99,29,0,1,8,0,999999,330455,10,2062,0,0,2,999997,2784.76,1.83,3899.29,2.57,7220700,1,4,4.9,2,1,CNPJ,0,10,19,0,0,0,0,0,0,0,3191.50,4543.64,4771.31,4205.24,1198,1,0,0,111
999997,999997,999997,999,999,999,12,251110,47814,52329,999997,0,6,1,5,99,1,9,40,43,0,1,0,1,999999,320120,10,2062,0,0,2,999997,,.00,474.72,.31,4781400,2,3,.6,0,1,CNPJ,0,60,16,474.72,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,82113,74993,999997,1,4,6,6,6,3,9,44,27,0,1,6,0,999999,310620,10,2135,0,0,2,999997,5055.36,3.33,5020.10,3.31,8211300,1,2,6.9,2,1,CNPJ,0,10,19,0,0,0,0,0,4640.00,5223.87,5055.36,5055.36,5055.36,5055.36,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,2306,99999,999997,1,5,7,99,7,8,9,99,39,0,0,0,0,999999,314800,10,2062,0,0,4,999997,6202.62,4.08,6677.46,4.39,230600,2,6,141.7,0,1,CNPJ,0,10,19,6086.71,7535.93,6086.71,7091.01,6588.86,6588.86,7297.34,6588.86,7373.97,6486.02,6202.62,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,85317,80314,999997,1,5,9,5,9,7,9,40,39,0,0,0,0,999999,330455,10,1104,0,0,2,999997,11543.32,7.60,12743.26,8.39,8531700,2,10,113.0,0,1,CNPJ,0,30,23,16015.04,11261.97,11261.97,11261.97,12543.32,18314.98,12543.32,12543.32,12543.32,11543.32,11543.32,1198,0,0,0,301
999997,999997,999997,999,999,999,11,251110,7103,13102,999997,0,5,6,6,99,6,9,44,36,0,0,0,9,999999,315680,10,2062,0,0,8,999997,,.00,6023.09,3.97,710301,1,5,39.0,0,1,CNPJ,0,10,1,5723.30,5723.30,5723.30,5723.30,5723.30,5723.30,7821.85,200.57,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,47822,52337,999997,1,4,4,6,6,4,9,44,28,0,1,0,0,999999,330320,10,2062,0,0,8,999997,5206.66,3.42,2517.09,1.65,4782201,2,4,16.9,0,1,CNPJ,0,10,16,1800.00,1800.00,2874.02,2557.62,2927.44,2348.45,2123.71,2295.47,1919.77,1979.18,2372.77,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,47814,52329,999997,1,5,3,7,5,4,9,45,33,0,1,0,0,999999,320120,10,2062,0,0,2,999997,3820.85,2.51,2214.11,1.45,4781400,2,3,13.1,0,1,CNPJ,0,10,16,2292.60,2093.57,2097.81,1891.71,1895.44,2099.43,2032.26,2518.08,1890.08,1915.06,2022.45,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,47717,52418,999997,1,5,3,6,3,3,9,44,36,0,1,5,0,999999,330452,10,2062,0,0,8,999997,1719.30,1.13,1667.20,1.10,4771701,2,3,7.8,2,1,CNPJ,0,10,16,0,0,0,0,1302.50,1719.30,1719.30,1719.30,1719.30,1719.30,1719.30,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,71120,74209,999997,0,5,5,6,99,2,9,44,39,0,1,0,3,999999,330555,10,2062,0,0,4,999997,,.00,4279.51,2.81,7112000,1,3,4.0,0,1,CNPJ,0,10,19,5835.69,5835.69,1167.14,0,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,23915,26913,999997,1,4,4,7,5,3,9,45,26,0,1,2,0,999999,320503,10,2062,0,0,2,999997,3303.70,2.17,2646.00,1.74,2391503,2,4,10.2,2,1,CNPJ,0,10,2,0,374.46,2210.69,2283.95,2532.57,2707.31,2861.74,2250.00,2770.00,2770.00,2770.00,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,85317,80314,999997,1,6,9,5,9,8,9,40,49,0,0,0,0,999999,330455,10,1104,0,0,4,999997,10751.63,7.08,12142.35,8.00,8531700,2,10,190.9,0,1,CNPJ,0,30,23,13729.43,10558.17,11643.57,11752.77,12630.22,16507.18,11338.12,12870.33,12423.48,10751.63,10751.63,1198,0,0,0,301
999997,999997,999997,999,999,999,31,251110,47822,52337,999997,0,5,4,6,99,4,9,44,30,0,1,0,6,999999,330320,10,2062,0,0,8,999997,,.00,2355.56,1.55,4782201,2,4,12.1,0,1,CNPJ,0,10,16,1916.35,1927.05,2961.74,2409.95,2562.70,60.00,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,71120,74209,999997,0,4,6,6,99,2,9,44,28,0,1,3,7,999999,330555,10,2062,0,0,8,999997,,.00,5651.02,3.72,7112000,1,3,3.8,2,1,CNPJ,0,10,19,0,0,5097.00,5835.69,5835.69,5835.69,389.05,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,42235,45292,999997,0,4,5,6,99,2,9,44,28,1,0,7,11,999999,314070,10,9999,0,0,8,999997,,.00,4310.02,2.83,4223500,1,6,4.3,2,6,CNO,0,10,15,0,0,0,0,0,0,4842.42,5797.76,5279.02,5096.72,534.18,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,94936,91995,999997,1,5,5,5,5,3,9,40,38,0,0,2,0,999999,150420,10,1155,0,0,8,999997,4247.97,2.79,4108.78,2.70,9493600,2,7,10.8,2,1,CNPJ,0,35,21,0,3392.00,3960.40,3960.40,3960.40,4435.54,4247.97,4247.97,4247.97,4247.97,4247.97,1198,0,0,0,302
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,6,3,4,3,4,9,30,48,0,1,0,0,999999,110020,10,2062,0,0,8,999997,1804.73,1.18,1560.17,1.03,7220700,1,3,15.0,0,1,CNPJ,0,10,19,1518.00,1518.00,1518.00,1518.00,1518.00,1518.00,1518.00,1737.27,1518.00,1518.00,1518.00,1198,0,0,0,101
999997,999997,999997,999,999,999,12,251110,84116,75116,999997,0,5,8,5,99,4,9,40,30,0,0,0,3,999999,150553,10,1244,0,0,2,999997,,.00,7654.32,5.04,8411600,1,10,12.0,0,1,CNPJ,0,97,24,7560.26,7560.26,7842.43,0,0,0,0,0,0,0,0,1198,0,0,0,306
999997,999997,999997,999,999,999,0,251110,90035,92320,999997,1,4,5,5,5,6,11,40,29,0,0,0,0,999999,130260,10,3077,0,0,9,999997,4351.52,2.86,4390.12,2.89,9003500,1,9,41.6,0,1,CNPJ,0,10,21,4104.93,4104.93,4104.93,4104.93,5656.60,4496.27,4351.23,4351.52,4351.52,4351.52,4351.52,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,43134,45136,999997,1,4,3,6,3,4,9,44,28,0,0,0,0,999999,150550,10,2062,0,0,8,999997,1641.58,1.08,1841.02,1.21,4313400,1,8,19.5,0,1,CNPJ,0,10,15,2021.01,1983.77,1595.62,1596.57,1886.86,2015.73,1640.60,1938.75,1795.19,2332.38,1644.17,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,85317,80314,999997,1,5,9,5,9,7,11,40,36,0,0,0,0,999999,130260,10,1139,0,0,2,999997,12866.77,8.47,13890.32,9.15,8531700,1,10,94.8,0,1,CNPJ,0,30,23,11998.55,11998.55,11998.55,11998.55,18865.20,19623.81,13866.77,13866.77,13866.77,12866.77,12866.77,1198,0,0,0,301
999997,999997,999997,999,999,999,11,251110,43134,45136,999997,0,5,3,6,99,3,9,44,38,0,0,0,5,999999,150550,10,2062,0,0,8,999997,,.00,1800.80,1.18,4313400,1,8,6.1,0,1,CNPJ,0,10,15,1887.19,1762.06,1753.16,18.02,0,0,0,0,0,0,0,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,72207,73202,999997,1,4,5,6,5,2,9,44,26,0,1,9,0,999999,150680,10,2062,0,0,8,999997,4554.00,3.00,3832.95,2.53,7220700,1,3,3.3,2,1,CNPJ,0,10,19,0,0,0,0,0,0,0,0,1669.80,4554.00,4554.00,1198,0,0,0,101
999997,999997,999997,999,999,999,0,251110,43134,45136,999997,1,5,3,6,2,4,9,44,30,0,0,0,0,999999,150550,10,2062,0,0,2,999997,1427.98,.94,1812.61,1.19,4313400,1,8,12.9,0,1,CNPJ,0,10,15,2813.53,1895.87,2016.04,1906.11,1846.48,1687.18,1629.53,1738.07,2002.51,1493.22,1294.84,1198,0,0,0,101
999997,999997,999997,999,999,999,11,251110,94936,91995,999997,0,5,5,5,99,1,9,40,31,0,0,1,4,999999,150420,10,1155,0,0,8,999997,,.00,3619.36,2.38,9493600,2,7,2.7,2,1,CNPJ,0,35,21,2937.28,3960.40,3960.40,284.20,0,0,0,0,0,0,0,1198,0,0,0,302
