Bairros SP - Código;Bairros Fortaleza - Código;Bairros RJ - Código;Causa Afastamento 1 - Código;Causa Afastamento 2 - Código;Causa Afastamento 3 - Código;Motivo Desligamento - Código;CBO 2002 Ocupação - Código;CNAE 2.0 Classe - Código;CNAE 95 Classe - Código;Distritos SP - Código;Ind Vínculo Ativo 31/12 - Código;Faixa Etária - Código;Faixa Rem Média (SM) - Código;Faixa Hora Contrat - Código;Faixa Rem Dez (SM) - Código;Faixa Tempo Emprego - Código;Escolaridade Após 2005 - Código;Qtd Hora Contr;Idade;Ind CEI Vinculado - Código;Ind Estabelecimento Participante SIMPLES - Código;Mês Admissão - Código;Mês Desligamento - Código;Município Trab - Código;Município - Código;Nacionalidade - Código;Natureza Jurídica - Código;Ind Portador Defic - Código;Qtd Dias Afastamento;Raça Cor - Código;Região Adm DF - Código;Vl Rem Dezembro Nom;Vl Rem Dezembro (SM);Vl Rem Média Nom;Vl Rem Média (SM);CNAE 2.0 Subclasse - Código;Sexo - Código;Tamanho Estabelecimento - Código;Tempo Emprego;Tipo Admissão Trabalhador - Código;Tipo Estabelecimento - Código;Tipo Estabelecimento - Nome;Tipo Deficiência - Código;Tipo Vínculo - Código;IBGE Subsetor - Código;Vl Rem Janeiro SC;Vl Rem Fevereiro SC;Vl Rem Março SC;Vl Rem Abril SC;Vl Rem Maio SC;Vl Rem Junho SC;Vl Rem Julho SC;Vl Rem Agosto SC;Vl Rem Setembro SC;Vl Rem Outubro SC;Vl Rem Novembro SC;Ano Chegada Brasil;Ind Trabalho Intermitente - Código;Ind Trabalho Parcial - Código;Ind Vínculo Abandonado - Código
999997;999997;999997;999;999;999;11;251110;7112;7420;999997;0;6;5;5;99;4;9;40;45;0;0;0;9;999999;530010;10;2062;0;0;9;999997;;.00;3022.24;2.30;7112000;1;5;15.1;0;1;CNPJ;0;10;19;3022.50;3022.50;3022.50;3022.50;3022.50;3022.50;3421.47;3540.03;2103.66;0;0;1198;0;0;0
999997;999997;999997;40;999;999;21;251110;8211;7499;999997;0;4;2;6;99;1;9;44;27;0;0;7;8;999999;530010;10;2062;0;1;8;999997;;.00;923.23;.69;8211300;1;4;1.3;2;1;CNPJ;0;60;19;0;0;0;0;0;0;1161.29;685.16;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;3;5;6;5;1;9;44;23;0;0;12;0;999999;520870;10;2062;0;0;4;999997;2926.00;2.21;2926.00;2.21;7220700;2;6;.9;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;3;5;6;5;2;9;44;23;0;0;8;0;999999;520870;10;2062;0;0;8;999997;3135.00;2.37;2737.90;2.07;7220700;1;6;4.3;2;1;CNPJ;0;10;19;0;0;0;0;0;0;0;1149.50;3135.00;3135.00;3135.00;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;3;4;6;4;1;9;44;22;0;0;12;0;999999;520870;10;2062;0;0;8;999997;2612.50;1.97;2612.50;1.97;7220700;2;6;.8;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;40;40;40;0;251110;7112;7420;999997;1;5;9;6;10;7;9;44;31;0;0;0;0;999999;530010;10;2062;0;7;8;999997;14129.45;10.70;12009.94;9.13;7112000;2;7;107.4;0;1;CNPJ;0;10;19;13477.50;11181.82;11181.82;11181.82;11181.82;11181.82;11181.82;12548.48;12300.01;12286.47;12286.47;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;4;5;6;6;3;9;44;25;0;0;2;0;999999;520870;10;2062;0;0;8;999997;4180.00;3.16;3783.03;2.87;7220700;1;6;10.1;2;1;CNPJ;0;10;19;0;533.33;4000.00;4000.00;4000.00;4000.00;4180.00;4180.00;4180.00;4180.00;4180.00;1198;0;0;0
999997;999997;999997;999;999;999;12;251110;7220;7320;999997;0;4;4;6;99;1;9;44;25;0;0;7;10;999999;520870;10;2062;0;0;9;999997;;.00;2351.58;1.78;7220700;2;6;2.9;2;1;CNPJ;0;60;19;0;0;0;0;0;0;2717.00;3135.00;3135.00;419.31;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;6;6;6;7;9;44;36;0;0;0;0;999999;520870;10;3069;0;0;8;999997;4873.49;3.69;5104.37;3.88;7220700;1;4;100.0;0;1;CNPJ;0;10;19;4577.95;4577.95;4577.95;5983.73;6637.36;4828.36;4828.36;4828.36;5791.94;4873.49;4873.49;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;4930;6026;999997;1;4;7;6;8;4;9;44;29;0;0;0;0;999999;520140;10;2062;0;0;8;999997;6636.23;5.02;5303.54;4.03;4930202;2;7;23.0;0;1;CNPJ;0;10;20;4617.44;4617.44;4617.44;4617.44;5118.75;5874.46;5547.83;5460.00;5356.00;5356.00;5823.39;1198;0;0;0
999997;999997;999997;999;999;999;11;251110;7112;7420;999997;0;4;5;6;99;3;9;44;25;0;0;0;8;999999;530010;10;2062;0;0;2;999997;;.00;3789.37;2.89;7112000;1;7;10.6;0;1;CNPJ;0;10;19;4376.59;3787.89;3787.89;3787.89;3787.89;3787.89;3209.52;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;12;251110;7220;7320;999997;0;5;4;6;99;1;9;44;30;0;0;6;8;999999;520870;10;2062;0;0;9;999997;;.00;2257.78;1.70;7220700;1;6;1.6;2;1;CNPJ;0;60;19;0;0;0;0;0;1200.00;4180.00;1393.33;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;8411;7511;999997;1;7;11;5;99;8;9;40;56;0;0;0;0;999999;530010;10;1163;0;0;6;999997;;.00;23620.71;18.09;8411600;2;10;227.3;0;1;CNPJ;0;30;24;23747.29;24745.44;22625.41;24938.17;22047.23;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;11;251110;7220;7320;999997;0;3;4;6;99;2;9;44;24;0;0;6;11;999999;520870;10;2062;0;0;8;999997;;.00;2437.48;1.84;7220700;2;6;4.8;2;1;CNPJ;0;10;19;0;0;0;0;0;500.00;3135.00;3135.00;3135.00;2282.38;0;1198;0;0;0
999997;999997;999997;999;999;999;90;251110;7220;7320;999997;0;5;6;6;99;5;9;44;30;0;0;0;8;999999;520870;10;2062;0;0;8;999997;;.00;4048.61;3.09;7220700;1;6;26.1;0;1;CNPJ;0;10;19;4028.90;4000.00;4000.00;4000.00;4000.00;4000.00;4180.00;4180.00;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;8211;7499;999997;1;7;10;6;10;3;11;44;61;0;0;5;0;999999;520870;10;2062;0;0;8;999997;14000.00;10.60;13650.00;10.34;8211300;2;6;7.7;2;1;CNPJ;0;10;19;0;0;0;0;11200.00;14000.00;14000.00;14000.00;14000.00;14000.00;14000.00;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;6;6;6;3;9;44;35;0;0;6;0;999999;520870;10;2062;0;0;8;999997;4830.23;3.65;4288.37;3.24;7220700;2;6;6.0;2;1;CNPJ;0;10;19;0;0;0;0;0;133.33;4180.00;4180.00;4180.00;4180.00;4180.00;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7112;7420;999997;1;5;5;6;5;7;9;44;34;0;0;0;0;999999;530010;10;2062;0;0;2;999997;2994.83;2.26;2799.14;2.12;7112000;1;2;117.7;0;1;CNPJ;0;10;19;0;2807.65;2807.65;2807.65;2807.65;2807.65;2807.65;2807.65;2807.65;2526.88;2807.65;1198;0;0;0
999997;999997;999997;40;40;999;0;251110;8211;7499;999997;1;6;5;6;5;8;9;44;42;0;0;0;0;999999;530010;10;2062;0;44;8;999997;3746.81;2.83;3668.00;2.78;8211300;2;4;123.6;0;1;CNPJ;0;10;19;2702.22;2291.63;4696.57;3746.81;3746.81;3746.81;4351.14;3746.81;3746.81;3746.81;3746.81;1198;0;0;0
999997;999997;999997;999;999;999;12;251110;7220;7320;999997;0;4;5;6;99;1;9;44;28;0;0;8;11;999999;520870;10;2062;0;0;2;999997;;.00;3404.17;2.58;7220700;1;6;2.9;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;1254.00;4180.00;4180.00;4002.67;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;4;6;6;6;1;9;44;26;0;0;12;0;999999;520870;10;2062;0;0;2;999997;4180.00;3.16;4180.00;3.16;7220700;1;6;1.0;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;12;251110;7220;7320;999997;0;5;5;6;99;1;9;44;37;0;1;8;9;999999;520890;10;2062;0;0;9;999997;;.00;2750.00;2.08;7220700;2;2;1.8;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;2500.00;3000.00;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;6920;7412;999997;1;6;3;6;3;7;9;44;46;0;1;0;0;999999;500110;10;2135;0;0;8;999997;1630.00;1.23;1510.83;1.15;6920601;1;4;103.0;0;1;CNPJ;0;10;19;1500.00;1500.00;1500.00;1500.00;1500.00;1500.00;1500.00;1500.00;1500.00;1500.00;1500.00;1198;0;0;0
999997;999997;999997;999;999;999;12;251110;7220;7320;999997;0;4;99;99;99;1;9;99;29;0;0;2;4;999999;520870;10;2062;0;0;8;999997;;.00;.00;.00;7220700;1;6;1.5;2;1;CNPJ;0;10;19;0;202.04;231.98;269.38;0;0;0;0;0;0;0;1198;1;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;4;1;99;1;2;9;99;29;0;0;9;0;999999;520870;10;2062;0;0;8;999997;523.56;.39;599.68;.45;7220700;1;6;3.4;2;1;CNPJ;0;10;19;0;0;0;0;0;0;0;0;457.42;818.05;263.89;1198;1;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;4;6;6;6;2;9;44;26;0;0;7;0;999999;520870;10;2062;0;0;8;999997;4783.77;3.62;4187.74;3.17;7220700;1;6;5.8;2;1;CNPJ;0;10;19;0;0;0;0;0;0;3622.67;4180.00;4180.00;4180.00;4180.00;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;4;6;6;6;4;9;44;26;0;0;0;0;999999;520870;10;2062;0;0;9;999997;4830.23;3.65;4177.24;3.17;7220700;2;6;14.4;0;1;CNPJ;0;10;19;3700.00;4000.00;4000.00;4000.00;4000.00;4000.00;4180.00;4180.00;4876.67;4180.00;4180.00;1198;0;0;0
999997;999997;999997;999;999;999;12;251110;7220;7320;999997;0;5;5;6;99;1;9;44;32;0;0;7;10;999999;520870;10;2062;0;0;9;999997;;.00;3100.17;2.34;7220700;2;6;2.9;2;1;CNPJ;0;60;19;0;0;0;0;0;0;3065.33;4180.00;4180.00;975.33;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;4;6;4;1;9;44;32;0;0;12;0;999999;520870;10;2062;0;0;8;999997;1985.50;1.50;1985.50;1.50;7220700;2;6;.6;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;90;251110;7220;7320;999997;0;5;5;6;99;2;9;44;33;0;0;2;7;999999;520870;10;2062;0;0;8;999997;;.00;3511.11;2.67;7220700;1;6;5.2;2;1;CNPJ;0;10;19;0;1466.67;4000.00;4000.00;4000.00;4000.00;3600.00;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;6;6;6;2;9;44;31;0;0;7;0;999999;520870;10;2062;0;0;8;999997;4783.77;3.62;4071.63;3.08;7220700;1;6;5.6;2;1;CNPJ;0;10;19;0;0;0;0;0;0;2926.00;4180.00;4180.00;4180.00;4180.00;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;5;6;6;1;9;44;33;0;0;10;0;999999;520870;10;2062;0;0;8;999997;4180.00;3.16;3854.89;2.91;7220700;1;6;2.7;2;1;CNPJ;0;10;19;0;0;0;0;0;0;0;0;0;3204.67;4180.00;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;6;6;7;5;9;44;30;0;0;0;0;999999;520870;10;2062;0;0;8;999997;6502.22;4.92;5252.94;3.99;7220700;1;6;28.0;0;1;CNPJ;0;10;19;5292.00;5000.00;5000.00;5000.00;5000.00;5000.00;5225.00;5225.00;5225.00;5225.00;5341.11;1198;0;0;0
999997;999997;999997;40;40;999;11;251110;8211;7499;999997;0;3;2;6;99;1;9;44;24;0;0;7;9;999999;530010;10;2062;0;11;8;999997;;.00;1123.55;.85;8211300;1;4;1.8;2;1;CNPJ;0;60;19;0;0;0;0;0;0;1161.29;1085.81;300.00;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;8531;8031;999997;1;5;9;5;9;7;11;40;38;0;0;0;0;999999;520870;10;1104;0;0;2;999997;9371.82;7.09;9445.07;7.18;8531700;1;10;76.4;0;1;CNPJ;0;30;23;8452.33;8452.33;8452.33;8652.33;9371.82;13728.73;9371.82;9371.82;9371.82;9371.82;9371.82;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;5;6;5;7;9;44;30;0;0;0;0;999999;520870;10;3069;0;0;8;999997;2920.75;2.21;3142.10;2.39;7220700;2;4;88.2;0;1;CNPJ;0;10;19;2743.39;3018.65;2861.36;3043.51;2893.45;3383.83;3834.02;2920.75;4243.97;2920.75;2920.75;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;3;4;6;4;1;9;44;24;0;0;12;0;999999;520870;10;2062;0;0;8;999997;2194.50;1.66;2194.50;1.66;7220700;2;6;.6;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;4;6;6;6;1;9;44;28;0;0;12;0;999999;520870;10;2062;0;0;8;999997;4314.69;3.26;4314.69;3.26;7220700;2;6;1.0;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;40;40;40;0;251110;7112;7420;999997;1;4;8;6;8;4;9;44;29;0;0;0;0;999999;530010;10;2062;0;15;2;999997;7711.00;5.84;7025.78;5.34;7112000;2;7;23.0;0;1;CNPJ;0;10;19;8056.10;6705.22;6705.22;6705.22;6705.22;6705.22;6705.22;8195.27;6705.22;6705.22;6705.22;1198;0;0;0
999997;999997;999997;40;999;999;0;251110;7112;7420;999997;1;4;7;6;8;4;9;44;25;0;0;0;0;999999;530010;10;2062;0;9;8;999997;7747.63;5.86;5737.37;4.36;7112000;1;7;15.2;0;1;CNPJ;0;10;19;6328.49;5477.23;5477.23;5477.23;5477.23;5477.23;5477.23;5477.23;5477.23;5477.23;5477.23;1198;0;0;0
999997;999997;999997;999;999;999;11;251110;6920;7412;999997;0;5;5;6;99;4;9;44;30;0;1;0;7;999999;530010;10;2062;0;0;2;999997;;.00;2935.87;2.24;6920601;2;2;20.3;0;1;CNPJ;0;10;19;3804.45;3200.00;3200.00;3200.00;3200.00;3200.00;746.67;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;11;251110;7220;7320;999997;0;4;5;6;99;5;9;44;27;0;0;0;9;999999;520870;10;2062;0;0;8;999997;;.00;3837.56;2.92;7220700;1;6;26.5;0;1;CNPJ;0;10;19;3700.00;4000.00;4000.00;4666.67;4000.00;4000.00;5016.00;4180.00;975.33;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;4;5;6;5;1;9;44;29;0;0;12;0;999999;520870;10;2062;0;0;8;999997;2786.67;2.11;2786.67;2.11;7220700;1;6;.6;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;40;999;999;11;251110;8211;7499;999997;0;5;7;6;99;1;9;44;34;0;0;5;7;999999;520870;10;2062;0;1;8;999997;;.00;5415.76;4.10;8211300;1;6;2.2;2;1;CNPJ;0;10;19;0;0;0;0;5500.00;9413.95;1333.33;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;11;251110;8211;7499;999997;0;7;3;6;99;1;9;44;50;0;0;7;9;999999;530010;10;2062;0;0;8;999997;;.00;1421.62;1.08;8211300;1;4;1.8;2;1;CNPJ;0;60;19;0;0;0;0;0;0;1043.23;1800.00;300.00;0;0;1198;0;0;0
999997;999997;999997;40;40;40;21;251110;8211;7499;999997;0;3;2;6;99;1;9;44;22;0;0;7;8;999999;530010;10;2062;0;3;8;999997;;.00;803.23;.60;8211300;1;4;1.3;2;1;CNPJ;0;60;19;0;0;0;0;0;0;1161.29;445.16;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;8411;7511;999997;1;7;11;5;99;8;11;40;54;0;0;0;0;999999;530010;10;1163;0;0;2;999997;;.00;23454.81;17.97;8411600;2;10;149.3;0;1;CNPJ;0;30;24;23094.78;24246.50;24246.50;24246.50;21439.76;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;12;251110;7220;7320;999997;0;3;5;6;99;1;9;44;24;0;0;7;10;999999;520870;10;2062;0;0;2;999997;;.00;3131.32;2.37;7220700;2;6;2.9;2;1;CNPJ;0;60;19;0;0;0;0;0;0;1532.67;4180.00;4180.00;2632.59;0;1198;0;0;0
999997;999997;999997;999;999;999;12;251110;7220;7320;999997;0;5;5;6;99;1;9;44;35;0;0;6;9;999999;520870;10;2062;0;0;9;999997;;.00;3057.84;2.31;7220700;1;6;2.9;2;1;CNPJ;0;60;19;0;0;0;0;0;666.67;4180.00;4180.00;3204.67;0;0;1198;0;0;0
999997;999997;999997;40;999;999;0;251110;7220;7320;999997;1;5;6;6;7;4;9;44;34;0;0;0;0;999999;520870;10;2062;0;7;8;999997;6211.94;4.70;4638.22;3.52;7220700;2;6;14.0;0;1;CNPJ;0;10;19;3700.00;4000.00;4000.00;4666.67;4000.00;4000.00;4180.00;5225.00;5225.00;5225.00;5225.00;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;6;6;6;4;9;44;30;0;0;0;0;999999;520870;10;2062;0;0;8;999997;4830.23;3.65;4188.85;3.18;7220700;2;6;14.4;0;1;CNPJ;0;10;19;3700.00;4000.00;4000.00;4000.00;4000.00;4000.00;4180.00;4180.00;4319.33;4876.67;4180.00;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7112;7420;999997;1;5;8;6;8;7;9;44;31;0;0;0;0;999999;530010;10;2062;0;0;8;999997;7338.10;5.55;7361.29;5.60;7112000;1;5;83.9;0;1;CNPJ;0;10;19;7000.00;7000.00;7000.00;7000.00;7000.00;7000.00;7000.00;7000.00;7338.10;8690.50;8968.79;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;8;8;6;8;7;9;44;68;0;0;0;0;999999;520870;10;3069;0;0;2;999997;8296.99;6.28;8425.94;6.41;7220700;1;4;115.8;0;1;CNPJ;0;10;19;7803.65;7803.65;9364.38;8657.37;8296.99;8296.99;8296.99;8296.99;9403.26;8296.99;8296.99;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;5;6;5;1;9;44;33;0;0;12;0;999999;520870;10;2062;0;0;8;999997;3762.00;2.85;3762.00;2.85;7220700;2;6;.8;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;4;5;6;6;2;9;44;29;0;0;8;0;999999;520870;10;2062;0;0;8;999997;4180.00;3.16;3957.07;2.99;7220700;1;6;4.7;2;1;CNPJ;0;10;19;0;0;0;0;0;0;0;3065.33;4180.00;4180.00;4180.00;1198;0;0;0
999997;999997;999997;999;999;999;21;251110;8211;7499;999997;0;4;1;6;99;1;9;44;25;0;0;6;6;999999;530010;10;2062;0;0;8;999997;;.00;400.00;.30;8211300;1;4;.2;2;1;CNPJ;0;60;19;0;0;0;0;0;400.00;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;11;251110;7220;7320;999997;0;6;5;6;99;2;9;44;45;0;0;6;11;999999;520870;10;2062;0;0;9;999997;;.00;3830.50;2.90;7220700;1;6;5.0;2;1;CNPJ;0;10;19;0;0;0;0;0;4000.00;4180.00;5225.00;5225.00;522.50;0;1198;0;0;0
999997;999997;999997;50;999;999;0;251110;7220;7320;999997;1;5;6;6;6;3;9;44;35;0;0;2;0;999999;520870;10;2062;0;82;8;999997;5225.00;3.95;4834.85;3.67;7220700;2;6;10.3;2;1;CNPJ;0;10;19;0;1833.33;5000.00;5000.00;5000.00;5000.00;5225.00;5225.00;5225.00;5225.00;5225.00;1198;0;0;0
999997;999997;999997;10;999;999;0;251110;7220;7320;999997;1;5;5;6;99;2;9;44;30;0;0;8;0;999999;520870;10;2062;0;116;8;999997;;.00;3065.34;2.32;7220700;1;6;4.7;2;1;CNPJ;0;10;19;0;0;0;0;0;0;0;3204.67;2926.00;0;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;5;5;6;6;2;9;44;32;0;0;9;0;999999;520870;10;2062;0;0;2;999997;4180.00;3.16;3274.33;2.48;7220700;1;6;3.1;2;1;CNPJ;0;10;19;0;0;0;0;0;0;0;0;557.33;4180.00;4180.00;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;4;6;6;6;1;9;44;29;0;0;12;0;999999;520870;10;2062;0;0;2;999997;4180.00;3.16;4180.00;3.16;7220700;2;6;1.0;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;90;251110;8531;8031;999997;0;7;8;5;99;8;9;40;62;0;0;0;6;999999;520870;10;3999;0;0;2;999997;;.00;7476.39;5.72;8531700;2;10;260.2;0;1;CNPJ;0;10;23;8626.60;8626.60;8626.60;8626.60;8626.60;1725.32;0;0;0;0;0;1198;0;0;0
999997;999997;999997;999;999;999;21;251110;7220;7320;999997;0;4;5;6;99;1;9;44;25;0;0;9;11;999999;520870;10;2062;0;0;2;999997;;.00;2954.66;2.23;7220700;1;6;2.4;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;2717.00;3135.00;3011.98;1198;0;0;0
999997;999997;999997;999;999;999;21;251110;7112;7420;999997;0;4;7;6;99;6;9;44;29;0;0;0;10;999999;510340;10;2062;0;0;2;999997;;.00;5282.55;4.02;7112000;1;4;50.8;0;1;CNPJ;0;10;19;5066.66;4000.00;5038.40;4494.40;4494.40;4494.40;4494.40;8024.77;9372.93;3345.13;0;1198;0;0;0
999997;999997;999997;999;999;999;0;251110;7220;7320;999997;1;6;5;6;5;1;9;44;41;0;0;12;0;999999;520870;10;2062;0;0;8;999997;2926.00;2.21;2926.00;2.21;7220700;2;6;.6;2;1;CNPJ;0;60;19;0;0;0;0;0;0;0;0;0;0;0;1198;0;0;0
