competênciamov;região;uf;município;seção;subclasse;saldomovimentação;cbo2002ocupação;categoria;graudeinstrução;idade;horascontratuais;raçacor;sexo;tipoempregador;tipoestabelecimento;tipomovimentação;tipodedeficiência;indtrabintermitente;indtrabparcial;salário;tamestabjan;indicadoraprendiz;origemdainformação;competênciadec;competênciaexc;indicadordeexclusão;indicadordeforadoprazo;unidadesaláriocódigo;valorsaláriofixo
202202;5;53;530010;N;8211300;-1;251110;101;7;31;44;6;1;0;1;43;0;0;0;1500;4;0;1;202202;NA;NA;0;5;1500
202202;4;43;431440;S;9430800;-1;251110;101;9;35;44;1;1;0;1;31;0;0;0;6690,6;2;0;1;202202;NA;NA;0;5;6690,6
202202;4;43;431440;M;7220700;-1;251110;101;9;32;44;1;1;0;1;31;0;0;0;3693,55;2;0;1;202202;NA;NA;0;5;3693,55
202202;4;42;420910;S;9493600;1;251110;101;9;61;40;6;1;0;1;97;0;0;0;5000;1;0;1;202202;NA;NA;0;5;5000
202202;3;35;355030;G;4781400;1;251110;101;7;31;44;3;1;0;1;97;0;0;0;3477,51;5;0;1;202202;NA;NA;0;5;3477,51
202202;4;42;420910;S;9493600;1;251110;101;9;64;40;6;3;0;1;97;0;0;0;5000;1;0;1;202202;NA;NA;0;5;5000
202202;5;52;520870;M;7119702;1;251110;101;9;43;44;1;1;0;1;97;0;0;0;5000;5;0;1;202202;NA;NA;0;5;5000
202202;3;35;355030;H;4930202;1;251110;101;7;33;44;3;1;0;1;97;0;0;0;1966,37;3;0;1;202202;NA;NA;0;5;1966,37
202202;3;35;355030;M;7220700;1;251110;101;80;26;44;1;1;0;1;97;0;0;0;2800;4;0;1;202202;NA;NA;0;5;2800
202202;3;31;313510;P;8599604;1;251110;101;80;50;44;3;1;0;1;97;0;0;0;5000;3;0;1;202202;NA;NA;0;5;5000
202202;3;35;350590;R;9102301;1;251110;111;10;29;44;1;1;0;1;97;0;1;0;4500;2;0;1;202202;NA;NA;0;5;4500
202202;3;35;354750;M;7220700;1;251110;101;9;32;44;6;3;0;1;97;0;0;0;3300;3;0;1;202202;NA;NA;0;5;3300
202203;5;53;530010;N;8211300;-1;251110;101;7;20;44;6;1;0;1;43;0;0;0;1500;4;0;1;202203;NA;NA;0;5;1500
202203;3;35;355030;N;7820500;-1;251110;106;9;38;44;1;1;0;1;43;1;0;0;8500;10;0;1;202203;NA;NA;0;5;8500
202203;5;53;530010;N;8211300;-1;251110;101;7;36;44;6;1;0;1;43;0;0;0;1500;4;0;1;202203;NA;NA;0;5;1500
202203;5;52;520870;M;7119702;-1;251110;101;9;28;44;3;3;0;1;31;0;0;0;3700;5;0;1;202203;NA;NA;0;5;3700
202203;2;26;261160;M;7020400;1;251110;101;9;22;44;6;1;0;1;97;0;0;0;2651,96;1;0;1;202203;NA;NA;0;5;2651,96
202203;3;35;350570;M;7112000;1;251110;101;7;28;44;6;1;0;1;97;0;0;0;2800;4;0;1;202203;NA;NA;0;5;2800
202203;3;35;354140;G;4763602;1;251110;101;7;29;44;6;3;0;1;97;0;0;0;1649;2;0;1;202203;NA;NA;0;5;1649
202203;2;23;230440;M;7119702;-1;251110;101;9;30;44;1;3;0;1;31;0;0;0;5000;4;0;1;202203;NA;NA;0;5;5000
202203;3;35;355030;H;4930202;-1;251110;101;7;33;44;3;1;0;1;40;0;0;0;1966,37;3;0;1;202203;NA;NA;0;5;1966,37
202203;5;53;530010;N;8211300;-1;251110;101;7;44;44;3;1;0;1;43;0;0;0;1500;4;0;1;202203;NA;NA;0;5;1500
202203;5;53;530010;N;8211300;-1;251110;101;7;30;44;6;1;0;1;43;0;0;0;1500;4;0;1;202203;NA;NA;0;5;1500
202203;3;35;355030;N;7820500;-1;251110;106;9;38;42,5;1;3;0;1;43;0;0;0;4300;10;0;1;202203;NA;NA;0;5;4300
202203;5;53;530010;N;8211300;-1;251110;101;7;51;44;6;1;0;1;43;0;0;0;1500;4;0;1;202203;NA;NA;0;5;1500
202203;2;26;261160;M;7490199;1;251110;101;80;27;44;6;3;0;1;97;0;0;0;3500;3;0;1;202203;NA;NA;0;5;3500
202203;5;53;530010;N;8211300;-1;251110;101;7;34;44;6;1;0;1;43;0;0;0;1500;4;0;1;202203;NA;NA;0;5;1500
202203;3;35;350570;M;7112000;-1;251110;101;9;28;44;6;3;0;1;40;0;0;0;2800;4;0;1;202203;NA;NA;0;5;2800
202203;3;32;320530;M;7490199;1;251110;101;9;33;44;3;3;0;1;97;0;0;0;6035,5;8;0;1;202203;NA;NA;0;5;6035,5
202204;2;23;230440;M;7220700;-1;251110;101;7;20;44;6;1;0;1;43;0;0;0;1320;4;0;1;202204;NA;NA;0;5;1320
202204;2;22;221100;F;4120400;1;251110;101;9;52;44;3;1;0;1;97;0;0;0;6000;4;0;1;202204;NA;NA;0;5;6000
202204;3;31;314480;M;7220700;1;251110;101;9;41;15;1;1;0;1;97;0;0;0;1300;1;0;1;202204;NA;NA;0;5;1300
202204;3;35;355030;M;7220700;1;251110;101;9;42;44;6;1;0;1;97;0;0;0;5500;1;0;1;202204;NA;NA;0;5;5500
202204;3;35;353190;A;113000;1;251110;101;9;26;44;1;1;2;3;97;0;0;0;3636,6;7;0;1;202204;NA;NA;0;1;16,53
202204;2;29;292400;M;7112000;1;251110;101;11;38;44;3;3;0;1;97;0;0;0;3136,53;2;0;1;202204;NA;NA;0;5;3136,53
202204;5;52;520870;M;7119702;-1;251110;101;9;43;44;1;1;0;1;43;0;0;0;5000;5;0;1;202204;NA;NA;0;5;5000
202204;3;32;320530;M;7490199;1;251110;101;9;32;44;3;3;0;1;97;0;0;0;4050;8;0;1;202204;NA;NA;0;5;4050
202204;3;32;320530;M;7490199;1;251110;101;9;21;44;1;3;0;1;97;0;0;0;4050;8;0;1;202204;NA;NA;0;5;4050
202204;2;29;292530;S;9430800;1;251110;101;7;42;44;3;1;0;1;97;0;0;0;5280;2;0;1;202204;NA;NA;0;5;5280
202204;3;35;355030;M;7220700;1;251110;101;9;31;44;6;1;0;1;97;0;0;0;5500;1;0;1;202204;NA;NA;0;5;5500
202204;3;35;355030;M;7220700;1;251110;101;9;29;44;6;3;0;1;97;0;0;0;5500;1;0;1;202204;NA;NA;0;5;5500
202204;4;43;430700;M;7220700;1;251110;101;8;23;44;1;1;0;1;97;0;0;0;1600;3;0;1;202204;NA;NA;0;5;1600
202204;3;35;355030;K;6422100;-1;251110;101;80;40;40;4;1;0;1;40;0;0;0;20922,09;6;0;1;202204;NA;NA;0;5;20922,09
202204;2;23;230440;M;7220700;-1;251110;101;7;24;44;6;1;0;1;43;0;0;0;1320;4;0;1;202204;NA;NA;0;5;1320
202204;3;35;350570;M;7112000;1;251110;101;7;28;44;6;1;0;1;97;0;0;0;2800;4;0;1;202204;NA;NA;0;5;2800
202204;2;23;230440;M;7220700;-1;251110;101;7;29;44;6;1;0;1;43;0;0;0;1320;4;0;1;202204;NA;NA;0;5;1320
202204;2;29;292400;M;7112000;1;251110;101;9;27;44;1;3;0;1;97;0;0;0;3136,53;2;0;1;202204;NA;NA;0;5;3136,53
202204;2;28;280030;M;7220700;-1;251110;101;7;29;44;6;3;0;1;40;0;0;0;3684,22;3;0;1;202204;NA;NA;0;5;3684,22
202204;3;32;320530;M;7490199;1;251110;101;9;22;44;3;3;0;1;97;0;0;0;4050;8;0;1;202204;NA;NA;0;5;4050
202204;3;35;353190;A;113000;1;251110;101;9;26;44;1;1;2;3;97;0;0;0;3636,6;7;0;1;202204;NA;NA;0;1;16,53
202204;2;23;230440;M;7220700;-1;251110;101;7;26;44;6;1;0;1;43;0;0;0;1320;4;0;1;202204;NA;NA;0;5;1320
202204;2;23;230440;M;7112000;-1;251110;101;9;38;44;3;1;0;1;40;0;0;0;5379,56;6;0;1;202204;NA;NA;0;5;5379,56
202204;3;35;355030;M;7220700;1;251110;101;9;36;44;6;1;0;1;97;0;0;0;6500;1;0;1;202204;NA;NA;0;5;6500
202204;3;32;320530;M;7490199;1;251110;101;9;22;44;3;1;0;1;97;0;0;0;4050;8;0;1;202204;NA;NA;0;5;4050
202204;3;32;320530;M;7490199;1;251110;101;8;25;44;3;1;0;1;97;0;0;0;4050;8;0;1;202204;NA;NA;0;5;4050
202205;4;43;431490;N;7820500;1;251110;106;7;43;44;1;1;0;1;97;0;0;0;3000;4;0;1;202205;NA;NA;0;5;3000
202205;4;42;421870;M;7220700;-1;251110;101;9;37;44;6;1;0;1;43;0;0;0;3786,63;5;0;1;202205;NA;NA;0;5;3786,63
202205;5;53;530010;M;7112000;-1;251110;101;80;29;44;3;3;0;1;31;0;0;0;3500;5;0;1;202205;NA;NA;0;5;3500
202205;3;35;355030;N;7820500;1;251110;106;80;35;40;1;3;0;1;97;0;0;0;4500;10;0;1;202205;NA;NA;0;5;4500
202205;4;42;421190;C;1096100;-1;251110;101;7;23;44;6;1;0;1;31;0;0;0;1621;2;0;1;202205;NA;NA;0;5;1621
202205;3;35;355030;G;4645101;1;251110;101;80;25;40;1;1;0;1;97;0;0;0;4350;7;0;1;202205;NA;NA;0;5;4350
202205;3;35;355030;M;7112000;1;251110;101;9;30;40;1;3;0;1;97;0;0;0;3318,34;10;0;1;202205;NA;NA;0;5;3318,34
202205;1;15;150140;J;6319400;-1;251110;101;9;38;42;3;1;0;1;40;0;0;0;2872,85;6;0;1;202205;NA;NA;0;5;2872,85
202205;2;23;230440;M;7119702;-1;251110;101;9;26;44;3;1;0;1;31;0;0;0;5500;4;0;1;202205;NA;NA;0;5;5500
202205;4;42;420910;S;9493600;-1;251110;101;9;64;40;6;3;0;1;43;0;0;0;5000;1;0;1;202205;NA;NA;0;5;5000
202205;2;23;230840;G;4781400;1;251110;101;7;26;44;3;3;0;1;97;0;0;0;1212;1;0;1;202205;NA;NA;0;5;1212
202205;4;42;421870;M;7220700;-1;251110;101;10;30;44;6;1;0;1;31;0;0;0;3879,78;5;0;1;202205;NA;NA;0;5;3879,78
202205;3;35;355030;N;7820500;1;251110;106;80;28;40;3;3;0;1;97;0;0;0;4000;10;0;1;202205;NA;NA;0;5;4000
202205;4;42;420910;S;9493600;-1;251110;101;9;61;40;6;1;0;1;43;0;0;0;5000;1;0;1;202205;NA;NA;0;5;5000
202205;4;43;430700;M;7220700;1;251110;101;9;31;44;1;3;0;1;97;0;0;0;2500;3;0;1;202205;NA;NA;0;5;2500
202205;3;35;350570;M;7112000;-1;251110;101;9;33;44;6;1;0;1;31;0;0;0;2800;4;0;1;202205;NA;NA;0;5;2800
202205;3;35;350570;M;7112000;1;251110;101;9;33;44;6;1;0;1;97;0;0;0;2800;4;0;1;202205;NA;NA;0;5;2800
202205;3;31;310620;M;7220700;1;251110;101;9;35;44;1;1;0;1;97;0;0;0;4800;1;0;1;202205;NA;NA;0;5;4800
202205;2;22;220120;G;4774100;-1;251110;101;7;26;44;3;3;0;1;31;0;0;0;347,05;3;0;1;202205;NA;NA;0;5;347,05
202205;3;35;355030;G;4645101;1;251110;101;9;36;40;1;3;0;1;97;0;0;0;4500;7;0;1;202205;NA;NA;0;5;4500
202205;2;23;230440;M;7220700;-1;251110;101;5;37;44;3;1;0;1;31;0;0;0;1320;5;0;1;202205;NA;NA;0;5;1320
202205;3;33;330620;I;5590699;-1;251110;101;5;26;44;3;3;0;1;31;0;0;0;1238,11;2;0;1;202206;NA;NA;1;5;1238,11
202206;3;32;320530;M;7490199;1;251110;101;9;28;44;3;1;0;1;97;0;0;0;4050;8;0;1;202206;NA;NA;0;5;4050
202206;3;35;350570;M;7112000;1;251110;101;9;32;44;6;1;0;1;97;0;0;0;2800;4;0;1;202206;NA;NA;0;5;2800
202206;5;53;530010;M;7112000;1;251110;101;7;43;40;6;1;0;1;97;0;0;0;3022,5;5;0;1;202206;NA;NA;0;5;3022,5
202206;3;32;320530;M;7490199;1;251110;101;9;32;44;3;1;0;1;97;0;0;0;4050;8;0;1;202206;NA;NA;0;5;4050
202206;2;24;240810;M;7490199;-1;251110;101;9;30;44;6;3;0;1;31;0;0;0;3000;6;0;1;202206;NA;NA;0;5;3000
202206;5;52;520890;M;7111100;1;251110;101;7;34;44;6;1;0;1;97;0;0;0;3000;2;0;1;202206;NA;NA;0;5;3000
202206;2;23;230440;M;7119702;-1;251110;101;9;26;44;3;1;0;1;31;0;0;0;5500;4;0;1;202206;NA;NA;0;5;5500
202206;1;17;172100;M;7220700;-1;251110;101;7;54;44;6;1;0;1;31;0;0;0;3029,4;2;0;1;202206;NA;NA;0;1;13,77
202206;3;31;310620;M;7112000;1;251110;101;10;33;44;3;3;0;1;97;0;0;0;4159,12;5;0;1;202206;NA;NA;0;5;4159,12
202206;3;32;320530;M;7490199;1;251110;101;9;28;44;3;3;0;1;97;0;0;0;4050;8;0;1;202206;NA;NA;0;5;4050
202206;2;23;230440;M;7119702;-1;251110;101;9;26;44;3;1;0;1;31;0;0;0;5500;4;0;1;202206;NA;NA;0;5;5500
202206;4;43;431560;M;7220700;1;251110;101;7;25;40;6;3;0;1;97;0;0;0;1700;2;0;1;202206;NA;NA;0;5;1700
202206;5;52;520870;M;7119702;-1;251110;101;9;23;44;3;1;0;1;40;0;0;0;3700;5;0;1;202206;NA;NA;0;5;3700
202206;3;35;350570;M;7112000;-1;251110;101;7;30;44;6;1;0;1;40;0;0;0;2800;4;0;1;202206;NA;NA;0;5;2800
202206;4;42;420540;M;7220700;-1;251110;101;9;38;44;6;1;0;1;31;0;0;0;6710,61;3;0;1;202206;NA;NA;0;5;6710,61
202207;3;31;310620;N;8211300;1;251110;101;9;25;44;1;1;0;1;97;0;0;0;4000;1;0;1;202207;NA;NA;0;5;4000
202207;5;52;520870;M;7119702;-1;251110;101;9;30;44;3;3;0;1;40;0;0;0;4860;5;0;1;202207;NA;NA;0;5;4860
202207;2;26;261160;M;7490199;1;251110;101;7;25;44;6;1;0;1;97;0;0;0;2475;3;0;1;202207;NA;NA;0;5;2475
202207;4;43;430700;M;7220700;-1;251110;101;7;31;44;3;3;0;1;40;0;0;0;2500;3;0;1;202207;NA;NA;0;5;2500
202207;4;43;431490;N;7820500;-1;251110;106;9;43;44;1;1;0;1;43;0;0;0;3000;4;0;1;202207;NA;NA;0;5;3000
202207;2;26;261160;M;7490199;1;251110;101;9;37;44;6;3;0;1;97;0;0;0;5000;3;0;1;202207;NA;NA;0;5;5000
202207;4;42;421660;G;4665600;-1;251110;101;8;33;43,33;1;1;0;1;40;0;0;0;2261;3;0;1;202207;NA;NA;0;5;2261
202207;2;29;292400;M;7112000;-1;251110;101;11;38;44;3;3;0;1;31;0;0;0;3136,53;2;0;1;202207;NA;NA;0;5;3136,53
202207;3;35;355030;M;7112000;1;251110;101;9;39;40;6;3;0;1;97;0;0;0;7190,48;7;0;1;202207;NA;NA;0;5;7190,48
202207;4;42;420910;S;9493600;-1;251110;101;8;23;40;6;3;0;1;31;0;0;0;1500;1;0;1;202207;NA;NA;0;5;1500
202207;2;26;261160;M;7490199;1;251110;101;9;36;44;6;3;0;1;97;0;0;0;7800;3;0;1;202207;NA;NA;0;5;7800
202207;4;41;410580;G;4665600;-1;251110;101;9;35;43,33;1;1;0;1;40;0;0;0;2082;5;0;1;202207;NA;NA;0;5;2082
202207;3;35;355030;N;7820500;-1;251110;106;80;35;40;1;3;0;1;40;0;0;0;4500;10;0;1;202207;NA;NA;0;5;4500
202207;2;26;261160;M;7490199;1;251110;101;7;42;44;1;1;0;1;97;0;0;0;4070;3;0;1;202207;NA;NA;0;5;4070
202207;5;52;520890;M;7111100;-1;251110;101;7;34;44;6;1;0;1;40;0;0;0;3000;2;0;1;202207;NA;NA;0;5;3000
202207;4;42;421870;M;7220700;-1;251110;101;9;34;44;6;3;0;1;31;0;0;0;3918,19;5;0;1;202207;NA;NA;0;5;3918,19
202207;2;29;292400;M;7112000;-1;251110;101;11;27;44;3;3;0;1;31;0;0;0;3136,53;2;0;1;202207;NA;NA;0;5;3136,53
202207;2;26;261160;M;7490199;1;251110;101;9;40;44;6;3;0;1;97;0;0;0;2700;1;0;1;202207;NA;NA;0;5;2700
202207;2;26;261160;M;7490199;1;251110;101;7;34;44;3;1;0;1;97;0;0;0;4070;3;0;1;202207;NA;NA;0;5;4070
202207;1;13;130260;P;8513900;-1;251110;101;7;38;44;3;3;0;1;31;0;0;0;1212;4;0;1;202207;NA;NA;0;5;1212
202207;4;41;411520;N;8211300;-1;251110;101;7;28;44;6;1;0;1;90;0;0;0;4147,56;2;0;1;202207;NA;NA;0;5;4147,56
202207;1;13;130260;R;9003500;1;251110;101;11;25;40;6;1;0;1;97;0;0;0;3520,52;1;0;1;202207;NA;NA;0;5;3520,52
202207;2;26;261160;M;7490199;1;251110;101;7;34;44;1;1;0;1;97;0;0;0;4070;3;0;1;202207;NA;NA;0;5;4070
202207;2;28;280030;P;8532500;1;251110;101;10;34;20;6;1;0;1;97;0;0;1;2921,6;10;0;1;202207;NA;NA;0;5;2921,6
202207;2;26;261160;M;7490199;1;251110;101;9;37;44;1;1;0;1;97;0;0;0;4070;3;0;1;202207;NA;NA;0;5;4070
202207;2;26;261160;M;7490199;1;251110;101;7;30;44;6;1;0;1;97;0;0;0;4070;3;0;1;202207;NA;NA;0;5;4070
202207;3;33;330620;I;5611201;-1;251110;101;7;39;44;1;1;0;1;31;0;0;0;1283,73;2;0;1;202207;NA;NA;0;5;1283,73
202201;3;31;315170;G;4752100;-1;251110;101;8;24;44;1;3;0;1;31;0;0;0;1134,65;2;0;1;202208;NA;NA;1;5;1134,65
202208;5;52;520870;M;7119702;1;251110;101;10;39;44;6;3;0;1;97;0;0;0;4860;5;0;1;202208;NA;NA;0;5;4860
202208;3;33;330455;M;7220700;1;251110;111;9;29;44;1;3;0;1;97;0;1;0;2897,4;4;0;1;202208;NA;NA;0;1;13,17
202208;1;16;160015;B;724301;-1;251110;101;9;36;44;3;1;0;1;31;0;0;9;7957,77;9;0;1;202208;NA;NA;0;5;7957,77
202208;2;23;230440;M;7119702;-1;251110;101;9;27;44;3;1;0;1;31;0;0;0;5500;4;0;1;202208;NA;NA;0;5;5500
202208;3;35;355030;F;4399101;1;251110;101;9;31;44;1;1;0;1;97;0;0;0;4500;1;0;1;202208;NA;NA;0;5;4500
202208;4;42;421870;M;7220700;1;251110;101;10;29;44;1;1;0;1;97;0;0;0;3519,5;5;0;1;202208;NA;NA;0;5;3519,5
202208;5;52;520870;M;7119702;1;251110;101;7;25;44;6;1;0;1;97;0;0;0;3700;5;0;1;202208;NA;NA;0;5;3700
202208;2;26;261160;M;7112000;1;251110;101;9;38;44;6;3;0;1;97;0;0;0;2651,96;7;0;1;202208;NA;NA;0;5;2651,96
202208;5;52;520890;M;7111100;1;251110;101;9;35;44;6;3;0;1;97;0;0;0;3000;2;0;1;202208;NA;NA;0;5;3000
202208;4;43;430700;M;7220700;-1;251110;101;9;29;44;2;3;0;1;31;0;0;0;2956;3;0;1;202208;NA;NA;0;5;2956
202208;3;35;355030;N;7820500;-1;251110;106;8;29;40;3;3;0;1;43;0;0;0;4000;10;0;1;202208;NA;NA;0;5;4000
202208;2;29;292530;S;9430800;1;251110;101;7;31;44;3;3;0;1;97;0;0;0;4000;2;0;1;202208;NA;NA;0;5;4000
202208;3;35;354750;M;7220700;-1;251110;101;9;35;44;6;1;0;1;40;0;0;0;3500;3;0;1;202208;NA;NA;0;5;3500
202208;2;22;221100;F;4120400;-1;251110;101;9;52;44;3;1;0;1;40;0;0;0;6000;4;0;1;202208;NA;NA;0;5;6000
202208;3;31;310620;N;8211300;1;251110;101;9;37;44;1;1;0;1;97;0;0;0;4000;1;0;1;202208;NA;NA;0;5;4000
