competênciamov;região;uf;município;seção;subclasse;saldomovimentação;cbo2002ocupação;categoria;graudeinstrução;idade;horascontratuais;raçacor;sexo;tipoempregador;tipoestabelecimento;tipomovimentação;tipodedeficiência;indtrabintermitente;indtrabparcial;salário;tamestabjan;indicadoraprendiz;origemdainformação;competênciadec;competênciaexc;indicadordeexclusão;indicadordeforadoprazo;unidadesaláriocódigo;valorsaláriofixo
202409;5;53;530010;M;7112000;1;251110;101;10;33;44;1;1;0;1;97;0;0;0;4425,33;7;0;1;202409;NA;NA;0;5;4425,33
202409;3;35;355030;C;2622100;-1;251110;101;7;33;44;1;3;0;1;31;0;0;0;2127,79;10;0;1;202409;NA;NA;0;5;2127,79
202409;4;42;421870;M;7220700;1;251110;101;9;37;44;1;1;0;1;97;0;0;0;3660,18;5;0;1;202409;NA;NA;0;5;3660,18
202409;3;35;355030;M;7220700;1;251110;101;9;51;44;1;1;0;1;97;0;0;0;3960;5;0;1;202409;NA;NA;0;5;3960
202409;3;31;310620;N;8211300;-1;251110;101;9;28;44;3;3;0;1;31;0;0;0;4000;2;0;1;202409;NA;NA;0;5;4000
202409;5;52;520870;M;7220700;-1;251110;101;9;28;44;1;3;0;1;43;0;0;0;4771;6;0;1;202409;NA;NA;0;5;4771
202409;3;35;355030;M;7111100;-1;251110;101;10;30;44;1;3;0;1;31;0;0;0;5402;6;0;1;202409;NA;NA;0;5;5402
202409;3;32;320120;C;1351100;-1;251110;101;7;18;54;1;3;0;1;40;0;0;0;1460;3;0;1;202409;NA;NA;0;5;1460
202409;5;52;520870;M;7220700;-1;251110;101;9;31;44;3;3;0;1;43;0;0;0;4771;6;0;1;202409;NA;NA;0;5;4771
202409;2;26;261160;M;7490199;1;251110;101;7;26;44;3;1;0;1;97;0;0;0;1600;6;0;1;202409;NA;NA;0;5;1600
202409;4;42;420420;N;8211300;1;251110;101;8;26;44;1;3;0;1;97;0;0;0;1900;2;0;1;202409;NA;NA;0;5;1900
202409;2;29;290490;F;4222701;1;251110;101;9;29;44;3;1;0;4;97;0;0;0;4500;1;0;1;202409;NA;NA;0;5;4500
202409;1;15;150140;G;4772500;1;251110;101;7;21;42;3;3;0;1;97;0;0;0;1412;1;0;1;202409;NA;NA;0;5;1412
202409;3;31;310620;N;8211300;1;251110;101;9;32;44;1;1;0;1;97;0;0;0;4800;2;0;1;202410;NA;NA;1;5;4800
202410;1;13;130260;S;9499500;-1;251110;105;11;37;44;1;3;0;1;40;0;0;0;8419,95;5;0;1;202410;NA;NA;0;5;8419,95
202410;2;24;240810;M;7490199;1;251110;101;9;31;44;3;1;0;1;97;0;0;0;3050;5;0;1;202410;NA;NA;0;5;3050
202410;4;42;421870;M;7220700;1;251110;101;9;27;44;3;3;0;1;97;0;0;0;3660,18;5;0;1;202410;NA;NA;0;5;3660,18
202410;4;42;420420;N;8211300;-1;251110;101;8;26;44;1;3;0;1;43;0;0;0;1900;2;0;1;202410;NA;NA;0;5;1900
202410;3;32;320530;M;6920601;1;251110;101;9;32;44;1;3;0;1;97;0;0;0;3253,68;4;0;1;202410;NA;NA;0;5;3253,68
202410;4;42;421950;F;4221901;-1;251110;101;9;31;44;3;3;0;1;31;0;0;0;5582,85;5;0;1;202410;NA;NA;0;5;5582,85
202410;5;52;520870;N;8211300;1;251110;101;9;25;44;3;3;0;1;97;0;0;0;4500;6;0;1;202410;NA;NA;0;5;4500
202410;3;35;354750;M;7220700;1;251110;101;9;46;2,8;3;1;0;1;97;0;0;0;2088;3;0;1;202410;NA;NA;0;5;2088
202410;2;23;230440;M;7220700;-1;251110;101;5;54;44;3;1;0;1;31;0;0;0;1320;5;0;1;202410;NA;NA;0;5;1320
202410;5;52;520870;N;8211300;1;251110;101;9;32;44;3;1;0;1;97;0;0;0;4500;6;0;1;202410;NA;NA;0;5;4500
202410;2;29;291320;F;4221902;1;251110;101;7;28;44;1;1;0;1;97;0;0;0;4650;7;0;1;202410;NA;NA;0;5;4650
202410;2;29;291320;F;4221902;1;251110;101;7;29;44;2;1;0;1;97;0;0;0;4650;7;0;1;202410;NA;NA;0;5;4650
202410;2;23;230440;M;7119702;1;251110;101;9;35;44;3;3;0;1;97;0;0;0;7000;4;0;1;202410;NA;NA;0;5;7000
202410;2;28;280030;M;7490199;-1;251110;101;9;30;40;3;1;0;1;40;0;0;0;1770;4;0;1;202410;NA;NA;0;5;1770
202410;2;29;291320;F;4221902;-1;251110;101;7;29;44;2;1;0;1;40;0;0;0;4650;7;0;1;202410;NA;NA;0;5;4650
202410;1;11;110020;M;7220700;1;251110;101;9;46;30;3;1;0;1;97;0;0;0;1412;1;0;1;202410;NA;NA;0;5;1412
202410;4;43;431440;M;7220700;-1;251110;101;7;65;44;6;1;0;1;31;0;0;0;2399,95;2;0;1;202410;NA;NA;0;5;2399,95
202410;3;32;320120;M;7119701;-1;251110;101;9;31;44;1;1;0;1;31;0;0;0;4430,83;2;0;1;202410;NA;NA;0;5;4430,83
202410;3;32;320120;G;4759801;1;251110;101;8;20;40;1;3;0;1;97;0;0;0;1460;2;0;1;202410;NA;NA;0;5;1460
202410;3;33;330555;M;7112000;-1;251110;101;9;38;44;3;1;0;1;40;0;0;0;8500;2;0;1;202410;NA;NA;0;5;8500
202410;1;15;150550;F;4313400;1;251110;101;6;37;44;3;1;0;1;97;0;0;0;1502,14;9;0;1;202410;NA;NA;0;5;1502,14
202410;5;52;520870;N;8211300;1;251110;101;9;31;44;3;1;0;1;97;0;0;0;4500;6;0;1;202410;NA;NA;0;5;4500
202410;2;26;261160;M;7490199;-1;251110;101;9;33;44;2;3;0;1;43;0;0;0;4300;2;0;1;202410;NA;NA;0;5;4300
202410;3;35;355030;M;7112000;-1;251110;101;80;31;44;1;3;0;1;31;0;0;0;3500;10;0;1;202410;NA;NA;0;5;3500
202410;3;33;330320;G;4782201;-1;251110;101;7;27;44;3;3;0;1;31;0;0;0;0;1;0;1;202410;NA;NA;0;7;0
202411;3;33;330455;M;7220700;1;251110;111;9;23;44;4;1;0;1;97;0;1;0;2426,6;5;0;1;202411;NA;NA;0;1;11,03
202411;2;29;292530;S;9430800;1;251110;101;7;27;40;3;3;0;1;97;0;0;0;4597;4;0;1;202411;NA;NA;0;5;4597
202411;3;35;355030;C;2622100;-1;251110;101;7;45;44;3;1;0;1;31;0;0;0;2127,79;10;0;1;202411;NA;NA;0;5;2127,79
202411;3;33;330320;G;4782201;1;251110;101;7;28;44;3;3;0;1;97;0;0;0;0;1;0;1;202411;NA;NA;0;7;0
202411;3;33;330320;G;4782201;1;251110;101;7;36;44;3;3;0;1;97;0;0;0;0;1;0;1;202411;NA;NA;0;7;0
202411;3;33;330555;M;7112000;1;251110;101;9;38;44;3;1;0;1;97;0;0;0;5835,69;2;0;1;202411;NA;NA;0;5;5835,69
202411;3;33;330320;G;4782201;1;251110;101;7;39;44;3;3;0;1;97;0;0;0;0;1;0;1;202411;NA;NA;0;7;0
202411;3;33;330455;M;7220700;-1;251110;111;9;29;44;1;3;0;1;31;0;1;9;3198,8;5;0;1;202411;NA;NA;0;1;14,54
202411;3;32;320310;G;4774100;1;251110;101;7;40;42,5;1;3;0;1;97;0;0;0;1537;1;0;1;202411;NA;NA;0;5;1537
202411;3;31;312230;G;4789099;1;251110;101;6;18;30;1;1;0;1;97;0;0;0;1360,95;2;0;1;202411;NA;NA;0;5;1360,95
202411;3;35;350570;M;7112000;-1;251110;101;9;24;44;3;3;0;1;43;0;0;0;3140;5;0;1;202411;NA;NA;0;5;3140
202411;5;53;530010;M;7112000;-1;251110;101;10;34;44;1;3;0;1;31;0;0;0;5586,88;7;0;1;202411;NA;NA;0;5;5586,88
202411;2;26;261160;M;7490199;1;251110;101;7;19;44;3;1;0;1;97;0;0;0;1600;6;0;1;202411;NA;NA;0;5;1600
202411;5;52;520870;M;7220700;-1;251110;101;9;27;44;1;1;0;1;40;0;0;0;4771;6;0;1;202411;NA;NA;0;5;4771
202411;3;35;350570;M;7112000;1;251110;101;9;24;44;3;3;0;1;97;0;0;0;3140;5;0;1;202411;NA;NA;0;5;3140
202411;3;32;320120;G;4781400;1;251110;101;7;32;45;1;3;0;1;97;0;0;0;1547,6;3;0;1;202411;NA;NA;0;5;1547,6
202411;3;33;330320;G;4782201;1;251110;101;7;20;44;3;3;0;1;97;0;0;0;0;1;0;1;202411;NA;NA;0;7;0
202411;3;35;355030;M;7112000;-1;251110;101;9;41;44;1;1;0;1;31;0;0;0;5081,76;10;0;1;202411;NA;NA;0;5;5081,76
202411;2;23;230440;M;7220700;1;251110;101;9;27;40;1;3;0;1;97;0;0;0;3500;2;0;1;202411;NA;NA;0;5;3500
202412;5;52;520870;M;7220700;-1;251110;101;9;30;44;1;3;0;1;31;0;0;0;4771;6;0;1;202412;NA;NA;0;5;4771
202412;3;33;330455;M;7220700;-1;251110;111;9;23;44;4;1;0;1;40;0;1;0;2426,6;5;0;1;202412;NA;NA;0;1;11,03
202412;3;33;330320;G;4782201;-1;251110;101;7;39;44;3;3;0;1;43;0;0;0;0;1;0;1;202412;NA;NA;0;7;0
202412;3;33;330320;G;4782201;-1;251110;101;7;28;44;2;1;0;1;31;0;0;0;0;1;0;1;202412;NA;NA;0;7;0
202412;3;33;330320;G;4782201;-1;251110;101;7;20;44;3;3;0;1;43;0;0;0;0;1;0;1;202412;NA;NA;0;7;0
202412;1;15;150140;M;7220700;-1;251110;101;9;45;44;3;3;0;1;31;0;0;0;2090;2;0;1;202412;NA;NA;0;5;2090
202412;3;32;320120;G;4781400;1;251110;101;7;42;40;1;3;0;1;97;0;0;0;1547,6;3;0;1;202412;NA;NA;0;5;1547,6
202412;3;33;330455;M;7220700;1;251110;111;9;25;44;1;3;0;1;97;0;1;0;2426,6;5;0;1;202412;NA;NA;0;1;11,03
202412;3;32;320120;G;4781400;1;251110;101;7;18;48;1;3;0;1;97;0;0;0;1547,6;3;0;1;202412;NA;NA;0;5;1547,6
202412;3;32;320500;G;4781400;1;251110;101;7;48;40;1;3;0;1;97;0;0;0;1537;2;0;1;202412;NA;NA;0;5;1537
202412;3;33;330455;M;7220700;-1;251110;111;9;41;44;1;1;0;1;40;0;1;9;3359,4;5;0;1;202412;NA;NA;0;1;15,27
202412;3;33;330320;G;4782201;-1;251110;101;7;36;44;3;3;0;1;31;0;0;0;0;1;0;1;202412;NA;NA;0;7;0
202412;3;32;320120;G;4781400;1;251110;101;7;23;43,5;1;3;0;1;97;0;0;0;1547,6;3;0;1;202412;NA;NA;0;5;1547,6
202412;3;35;355030;M;7220700;1;251110;101;10;49;44;3;1;0;1;97;0;0;0;4500;4;0;1;202412;NA;NA;0;5;4500
